step,reward,reward_std,kl,entropy,mean_length,max_length,clipped_ratio,grad_norm,loss,step_time
311,0.7797,0.04684,0.1293,0.4416,292.8,464,0,0.0708,0.01293,112
312,0.793,0.02525,0.1229,0.4525,302.8,469,0,0.07031,0.01229,113.6
313,0.7886,0.03556,0.1311,0.4381,290.6,398,0,0.07275,0.01311,97.59
314,0.7892,0.04678,0.1281,0.4226,270.4,428,0,0.07812,0.01281,102.9
315,0.7845,0.05199,0.1137,0.4605,315.4,578,0,0.06787,0.01137,139.9
316,0.7753,0.04577,0.1129,0.489,309.4,405,0,0.06787,0.01129,102.5
317,0.7954,0.03524,0.1301,0.4359,265.9,316,0,0.06348,0.01301,79.79
318,0.7799,0.05177,0.1099,0.4328,298.4,398,0,0.07031,0.01099,97.4
319,0.7751,0.03837,0.1205,0.4803,285.1,329,0,0.06299,0.01205,82.75
320,0.7867,0.04378,0.1204,0.4231,298.6,536,0,0.06787,0.01204,131
321,0.7825,0.04429,0.1302,0.4526,310.9,418,0,0.1152,0.01302,102.4
322,0.8194,0.03982,0.1244,0.4164,296.9,344,0,0.06494,0.01245,85.66
323,0.7761,0.0404,0.1223,0.4039,267.8,349,0,0.06787,0.01223,86.35
324,0.7929,0.04525,0.1095,0.4001,293.4,362,0,0.06885,0.01096,92.09
325,0.7989,0.04659,0.135,0.4218,308.6,452,0,0.1406,0.0135,111.1
326,0.7754,0.04872,0.1035,0.4268,284.9,410,0,0.06836,0.01035,100.7
327,0.7947,0.05755,0.1533,0.4496,286.6,413,0,0.1543,0.01533,98.96
328,0.7656,0.04789,0.1096,0.4138,290.9,366,0,0.07129,0.01096,90.07
329,0.7649,0.05607,0.1239,0.3576,282.8,341,0,0.06299,0.01239,85.38
330,0.7617,0.04379,0.1158,0.4952,292.8,396,0,0.07178,0.01158,99.48
331,0.7775,0.03885,0.1053,0.4152,272.9,385,0,0.08008,0.01053,97.23
332,0.7544,0.0511,0.09576,0.4748,290,351,0,0.07666,0.009576,87.34
333,0.7652,0.06338,0.09771,0.4979,328.6,500,0,0.08398,0.009771,120.9
334,0.7588,0.04889,0.1055,0.4466,293.2,413,0,0.07617,0.01055,105.1
335,0.7875,0.06136,0.107,0.5268,321.8,521,0,0.08154,0.0107,126.5
336,0.7716,0.05001,0.1129,0.4117,277.1,378,0,0.08252,0.01129,93.04
337,0.7675,0.06688,0.109,0.4147,276.8,333,0,0.07812,0.0109,84.96
338,0.7907,0.04608,0.08959,0.4305,312.8,427,0,0.08398,0.008959,105.4
339,0.7671,0.06463,0.07852,0.4246,318.1,432,0,0.07275,0.007851,105.7
340,0.7704,0.04936,0.1152,0.3531,265.1,332,0,0.07764,0.01152,86.22
341,0.7819,0.05016,0.09751,0.3949,314,401,0,0.06885,0.009752,96.92
342,0.7832,0.03634,0.1339,0.3767,270.4,367,0,0.07178,0.01339,94.68
343,0.7741,0.05196,0.1042,0.4011,291.9,382,0,0.0708,0.01042,93.55
344,0.7868,0.03868,0.1123,0.3709,281,342,0,0.07471,0.01123,88.58
345,0.772,0.04677,0.1231,0.354,244.4,302,0,0.06885,0.01231,77.36
346,0.8158,0.03907,0.1355,0.3337,257.7,371,0,0.0708,0.01355,91.59
347,0.7859,0.0425,0.09848,0.2985,264.2,335,0,0.06104,0.009848,85.14
348,0.7747,0.04545,0.1346,0.3909,254.3,321,0,0.08838,0.01346,81.91
349,0.7952,0.04641,0.1373,0.2861,255.2,296,0,0.08936,0.01373,75.85
350,0.7559,0.0537,0.1066,0.3141,255.5,297,0,0.07764,0.01066,75.3
351,0.7893,0.04681,0.1139,0.3467,261.4,444,0,0.1055,0.01139,108.4
352,0.7433,0.03706,0.1096,0.3772,279.4,339,0,0.07617,0.01096,86.03
353,0.7777,0.05453,0.1237,0.3485,257.6,412,0,0.07861,0.01237,99.43
354,0.775,0.03225,0.1055,0.3163,267.4,384,0,0.06836,0.01055,95.78
355,0.7922,0.03344,0.1188,0.3542,269.2,371,0,0.06787,0.01188,94.46
356,0.7734,0.03968,0.1064,0.3346,283.4,583,0,0.07617,0.01064,141.9
357,0.7695,0.05702,0.1237,0.3256,291.3,561,0,0.07666,0.01237,131.6
358,0.7916,0.03245,0.107,0.3362,259.2,333,0,0.07471,0.01069,83.69
359,0.796,0.02898,0.1182,0.3304,255.2,316,0,0.06738,0.01182,81.3
360,0.7801,0.03807,0.1162,0.3573,267,306,0,0.06934,0.01162,79.16
361,0.7928,0.02911,0.1127,0.3066,258.3,298,0,0.06885,0.01127,78.39
362,0.7726,0.03242,0.1132,0.374,258.1,363,0,0.07324,0.01132,90.02
363,0.7752,0.04113,0.1222,0.3067,263.1,421,0,0.07568,0.01222,105.7
364,0.7847,0.04422,0.1309,0.3248,282.8,371,0,0.06934,0.01309,90.82
365,0.7729,0.03617,0.1174,0.3539,300.2,452,0,0.07812,0.01174,114.3
366,0.7669,0.03347,0.1315,0.2774,250.7,337,0,0.06543,0.01315,85.28
367,0.782,0.03995,0.1093,0.3632,263.4,349,0,0.07178,0.01093,88.32
368,0.7736,0.05165,0.1872,0.3039,273.8,360,0,0.6016,0.01872,88.74
369,0.7942,0.04134,0.1223,0.3527,259.5,314,0,0.07031,0.01223,83.52
370,0.8036,0.0238,0.1141,0.346,254.9,350,0,0.06738,0.01141,89.74
371,0.76,0.06419,0.1392,0.2982,235.9,371,0,0.07275,0.01392,91.22
372,0.7698,0.05985,0.1355,0.3753,239.1,296,0,0.0791,0.01355,75.51
373,0.7431,0.06724,0.09646,0.3529,257.9,367,0,0.07666,0.009646,95.72
374,0.7443,0.07079,0.1002,0.2834,229.2,305,0,0.08545,0.01002,79.09
375,0.7388,0.0786,0.1082,0.3004,214.8,249,0,0.07227,0.01082,66.06
376,0.741,0.07086,0.09305,0.4034,257.9,471,0,0.07715,0.009305,112.6
377,0.7267,0.05858,0.09087,0.3252,252.2,402,0,0.07275,0.009087,98.69
378,0.7384,0.07193,0.08047,0.3362,246.9,371,0,0.07227,0.008047,92.37
379,0.7213,0.06835,0.0754,0.3475,238.7,367,0,0.07471,0.007541,93.86
380,0.7172,0.07584,0.07046,0.3826,266.6,336,0,0.07812,0.007045,84.42
381,0.7523,0.07367,0.09319,0.4191,254.6,295,0,0.1035,0.009319,77.91
382,0.7492,0.06973,0.0703,0.3951,267.2,372,0,0.07666,0.00703,93.2
383,0.7507,0.06624,0.09101,0.3516,243.6,342,0,0.08008,0.009101,84.91
384,0.7656,0.05842,0.08821,0.3682,247.3,381,0,0.07324,0.008822,97.32
385,0.7606,0.05113,0.08635,0.3427,259.4,378,0,0.0791,0.008635,93.78
386,0.773,0.05737,0.09549,0.3797,284.2,419,0,0.06836,0.009549,101.8
387,0.756,0.04323,0.1106,0.4208,262.9,358,0,0.06934,0.01106,89.68
388,0.7521,0.06079,0.1013,0.4144,268.2,325,0,0.06689,0.01013,82.57
389,0.7946,0.04191,0.0978,0.3487,259.8,348,0,0.06738,0.009781,87.45
390,0.7599,0.04978,0.1123,0.4278,279.6,478,0,0.0752,0.01123,118.8
391,0.7631,0.05739,0.09075,0.4625,279.4,357,0,0.07568,0.009075,90.25
392,0.7636,0.03809,0.09432,0.469,303.2,395,0,0.06689,0.009432,100.7
393,0.768,0.04483,0.09833,0.4048,267.1,337,0,0.06641,0.009832,84.65
394,0.7864,0.05055,0.08571,0.53,309.9,401,0,0.06885,0.008572,98.81
395,0.743,0.0541,0.09767,0.4111,285.8,426,0,0.07471,0.009768,103.3
396,0.7694,0.04293,0.07567,0.4195,300.6,459,0,0.06128,0.007567,110.9
397,0.7569,0.04708,0.09452,0.3835,273,352,0,0.0708,0.009451,90.83
398,0.7675,0.05731,0.08461,0.4232,272.4,381,0,0.06543,0.008461,93.95
399,0.7771,0.05335,0.08068,0.4361,300.1,459,0,0.06494,0.008069,115.2
400,0.776,0.05043,0.09028,0.483,273.1,402,0,0.06934,0.009029,102.7
401,0.7789,0.04815,0.07938,0.4289,311.8,509,0,0.06836,0.007939,120.6
402,0.7555,0.05009,0.09742,0.3661,283.9,402,0,0.05811,0.009742,98.18
403,0.7479,0.03662,0.07419,0.4525,309.5,441,0,0.07178,0.007419,106.7
404,0.7579,0.04447,0.0856,0.421,259.8,323,0,0.06738,0.00856,85.37
405,0.7604,0.04466,0.07977,0.3633,283.2,529,0,0.06787,0.007977,128.9
406,0.7552,0.0519,0.09115,0.4112,288.2,383,0,0.07812,0.009115,94.45
407,0.7827,0.04364,0.06765,0.4777,341.9,528,0,0.06689,0.006765,130.9
408,0.7526,0.05986,0.09111,0.4579,296.1,436,0,0.06543,0.009111,105.7
409,0.7537,0.05113,0.08209,0.4565,293.6,425,0,0.07275,0.008209,104.9
410,0.7623,0.0453,0.09043,0.3893,290.9,381,0,0.07422,0.009043,95.36
411,0.7632,0.03919,0.08615,0.4542,285.2,400,0,0.06641,0.008615,98.53
412,0.7683,0.05053,0.1011,0.3541,252.3,306,0,0.06689,0.01011,79.65
413,0.7503,0.05284,0.07938,0.4385,281.9,387,0,0.06226,0.007938,95.49
414,0.7635,0.05001,0.09351,0.4344,263.1,337,0,0.06787,0.009351,87.17
415,0.7667,0.05914,0.09246,0.4096,309.4,412,0,0.06738,0.009246,102.3
416,0.7635,0.05173,0.09447,0.3605,308.8,526,0,0.06494,0.009448,125.2
417,0.7597,0.03823,0.09504,0.371,287.7,404,0,0.08252,0.009503,98.38
418,0.7962,0.03872,0.07835,0.4031,287.1,350,0,0.06445,0.007835,88.56
419,0.7698,0.0607,0.1177,0.3371,269.6,384,0,0.06445,0.01177,95.58
420,0.7689,0.05094,0.1048,0.4591,284.7,393,0,0.07227,0.01048,99.58
421,0.7695,0.04386,0.08602,0.3952,285.2,395,0,0.06836,0.008602,98.13
422,0.7826,0.03784,0.09476,0.3379,288.2,345,0,0.07129,0.009476,87.25
423,0.7796,0.03905,0.1246,0.3502,256.5,336,0,0.07129,0.01246,85.25
424,0.7653,0.04653,0.1138,0.357,279.8,444,0,0.07715,0.01138,109.3
425,0.7841,0.0452,0.1263,0.3273,246.2,306,0,0.06738,0.01263,79.42
426,0.7708,0.06135,0.1092,0.4176,268.2,349,0,0.07227,0.01092,87.85
427,0.769,0.05392,0.1074,0.3492,272.8,394,0,0.06543,0.01074,97.84
428,0.7631,0.05763,0.1074,0.3507,259.3,305,0,0.06836,0.01074,77.18
429,0.779,0.0518,0.09798,0.3342,265.4,342,0,0.1328,0.009798,85.43
430,0.7617,0.04672,0.1171,0.3709,263.6,454,0,0.06494,0.01171,113.2
431,0.7633,0.03868,0.1034,0.3626,258.1,323,0,0.06738,0.01034,80.63
432,0.7664,0.05464,0.09112,0.4114,268.9,373,0,0.07373,0.009112,91.8
433,0.7805,0.04333,0.0828,0.4359,285.6,412,0,0.06836,0.008281,101
434,0.7517,0.05779,0.0846,0.3654,293,429,0,0.07178,0.00846,106.2
435,0.773,0.03803,0.104,0.3887,276.6,402,0,0.07764,0.0104,102.8
436,0.7865,0.04239,0.1104,0.3327,281.6,363,0,0.08252,0.01104,90.46
437,0.7431,0.05289,0.09049,0.4117,285.4,375,0,0.07031,0.009049,91.75
438,0.7654,0.05014,0.1002,0.3489,277.9,350,0,0.05933,0.01002,88.78
439,0.7697,0.0248,0.08876,0.3553,285.4,350,0,0.05615,0.008875,87.43
440,0.7915,0.05786,0.1116,0.3403,237.9,290,0,0.06787,0.01116,75.14
441,0.7673,0.0458,0.09682,0.4158,282.9,445,0,0.05688,0.009683,107.6
442,0.8002,0.02632,0.1249,0.3557,246.9,298,0,0.0708,0.01249,76.72
443,0.7819,0.03739,0.09764,0.4022,300.4,484,0,0.08691,0.009765,122.4
444,0.7476,0.05617,0.1058,0.3627,263.9,338,0,0.09619,0.01058,85.29
445,0.7844,0.04632,0.0855,0.3684,303.2,703,0,0.07129,0.00855,164.2
446,0.7442,0.05073,0.1074,0.3801,283.4,378,0,0.07422,0.01074,94.56
447,0.7854,0.04935,0.0924,0.3915,306,388,0,0.07275,0.009241,99
448,0.8063,0.03755,0.09537,0.4243,296.1,370,0,0.0752,0.009538,92.59
449,0.7895,0.04061,0.09373,0.3601,267,320,0,0.06079,0.009373,81.94
450,0.7702,0.05558,0.09713,0.3811,295,480,0,0.08545,0.009713,116.9
451,0.7875,0.04346,0.08409,0.373,299.2,394,0,0.1079,0.008408,94.75
452,0.7492,0.0565,0.09288,0.3889,288.1,396,0,0.0708,0.009288,100.5
453,0.7658,0.06501,0.08954,0.4168,262.7,426,0,0.07471,0.008954,106.3
454,0.7881,0.045,0.09152,0.3644,284.5,441,0,0.06934,0.009152,110.4
455,0.7573,0.05252,0.1105,0.3183,251.7,284,0,0.0708,0.01105,73.84
456,0.7543,0.06025,0.09007,0.4113,290.8,396,0,0.07275,0.009007,98.44
457,0.7862,0.05,0.09261,0.3291,265.1,391,0,0.06226,0.009261,97.2
458,0.7678,0.05397,0.08682,0.3918,285.9,517,0,0.06445,0.008683,127.3
459,0.7779,0.04287,0.0906,0.3651,287.8,353,0,0.06396,0.00906,89.87
460,0.7735,0.03782,0.08901,0.3551,278.4,375,0,0.06934,0.0089,96.1
461,0.7475,0.02906,0.0762,0.4107,316.4,479,0,0.06445,0.00762,115
462,0.7962,0.04625,0.08567,0.3577,262.7,361,0,0.06396,0.008567,89.05
463,0.7954,0.04352,0.1034,0.3606,266.5,355,0,0.06689,0.01034,90.74
464,0.7548,0.06979,0.1031,0.3632,258.5,311,0,0.08447,0.01031,78.19
465,0.7897,0.04358,0.1353,0.3121,260.9,326,0,0.1719,0.01354,81.89
466,0.7776,0.04995,0.1111,0.349,236.1,263,0,0.09961,0.01111,69.8
467,0.7758,0.0534,0.09313,0.3107,243.7,296,0,0.06738,0.009315,78.37
468,0.7729,0.04837,0.09121,0.4026,284.4,393,0,0.06885,0.009121,99.76
469,0.7785,0.04223,0.08766,0.3658,294.6,359,0,0.07178,0.008766,89.5
470,0.7666,0.04196,0.08328,0.3807,274.9,410,0,0.3047,0.008328,101
471,0.7968,0.0297,0.08505,0.3402,275.2,392,0,0.06299,0.008505,94.81
472,0.7848,0.05818,0.1016,0.3395,266.9,339,0,0.05908,0.01016,85.26
473,0.7559,0.0566,0.1173,0.3656,244.8,295,0,0.08594,0.01173,77.32
474,0.767,0.04568,0.09392,0.3237,247.3,368,0,0.07764,0.009393,94.82
475,0.783,0.04239,0.1087,0.3287,247.6,330,0,0.06738,0.01087,82.57
476,0.7676,0.05285,0.08045,0.4044,287.4,560,0,0.08838,0.008045,130.6
477,0.7818,0.04719,0.1099,0.4045,274.1,368,0,0.08887,0.01099,90.51
478,0.763,0.0462,0.106,0.3759,283.1,389,0,0.07812,0.0106,97.22
479,0.7954,0.04511,0.1032,0.3375,276.1,368,0,0.07031,0.01032,92.58
480,0.7974,0.04504,0.1085,0.3183,265.2,350,0,0.06299,0.01085,87.47
481,0.7638,0.0708,0.1112,0.3733,268.2,313,0,0.08936,0.01112,82.93
482,0.7865,0.05662,0.09774,0.3958,285.9,410,0,0.07471,0.009775,99.55
483,0.7838,0.04158,0.09917,0.416,303.6,527,0,0.06543,0.009916,127.5
484,0.772,0.06106,0.1119,0.3646,253.1,314,0,0.07373,0.01119,82.47
485,0.7844,0.04871,0.08175,0.3736,316.4,459,0,0.06592,0.008175,113.6
486,0.7691,0.07066,0.09265,0.395,264.2,325,0,0.06689,0.009265,82.6
487,0.7582,0.03655,0.1075,0.3361,251,358,0,0.06836,0.01075,92.84
488,0.7629,0.0565,0.0876,0.3913,264,344,0,0.07471,0.00876,86.53
489,0.7806,0.05395,0.1035,0.3208,254.6,294,0,0.09131,0.01035,75.98
490,0.7921,0.04986,0.1054,0.3563,257.4,317,0,0.06494,0.01054,84.35
491,0.7771,0.05384,0.09579,0.3538,261.2,327,0,0.06738,0.00958,81.69
492,0.7794,0.04931,0.1068,0.3566,264.9,369,0,0.07959,0.01068,95.74
493,0.7959,0.04221,0.1035,0.3729,259.6,317,0,0.07275,0.01035,81.79
494,0.7742,0.04192,0.1021,0.3251,263.9,337,0,0.05859,0.01021,87.93
495,0.78,0.03585,0.1076,0.3732,261.2,365,0,0.07666,0.01076,89.96
496,0.7504,0.05545,0.09102,0.383,273.1,528,0,0.09424,0.009102,131.3
497,0.7812,0.05861,0.1045,0.3336,263.2,323,0,0.07373,0.01045,84.52
498,0.7797,0.04324,0.09021,0.3616,271.4,325,0,0.05786,0.009021,82.52
499,0.772,0.06223,0.1049,0.3601,280.9,375,0,0.06226,0.01049,92.46
500,0.7523,0.06023,0.1088,0.3182,257.8,315,0,0.0625,0.01088,82.26
501,0.7705,0.05486,0.1099,0.3157,278.8,388,0,0.06299,0.01099,94.98
502,0.7646,0.05344,0.09739,0.3856,280.8,425,0,0.06543,0.009739,103
503,0.778,0.05259,0.102,0.3487,271.8,354,0,0.06543,0.0102,87.63
504,0.8007,0.05227,0.08694,0.3914,287.4,421,0,0.07031,0.008693,102
505,0.7794,0.0433,0.09554,0.3721,283.7,335,0,0.07666,0.009553,85.27
506,0.7735,0.05017,0.1034,0.3595,248.3,308,0,0.06152,0.01034,77.41
507,0.7861,0.0525,0.1059,0.3629,270.9,334,0,0.06299,0.0106,85.25
508,0.7732,0.04727,0.098,0.3352,253.5,319,0,0.05908,0.0098,80.02
509,0.7691,0.05317,0.09183,0.3531,266.9,328,0,0.06348,0.009183,85.49
510,0.7627,0.05946,0.08039,0.369,240.8,278,0,0.103,0.00804,71.38
511,0.7564,0.03659,0.07823,0.378,278.3,374,0,0.06299,0.007823,90.17
512,0.7526,0.06707,0.1278,0.3847,262.6,448,0,0.07178,0.01278,107.6
513,0.7806,0.03392,0.1136,0.3438,259,376,0,0.07324,0.01137,94.1
514,0.7625,0.05096,0.1195,0.4089,262.6,318,0,0.08203,0.01195,81.07
515,0.7564,0.06411,0.09586,0.347,258.8,367,0,0.06494,0.009586,92.05
516,0.7852,0.0572,0.1081,0.3262,253.2,311,0,0.06836,0.01081,79.96
517,0.7978,0.05082,0.1002,0.3683,256.9,309,0,0.07227,0.01002,81.32
518,0.7873,0.04882,0.09036,0.346,263,323,0,0.06079,0.009036,81.68
519,0.7717,0.04651,0.08588,0.3767,287,447,0,0.0835,0.008588,112.5
520,0.7536,0.04103,0.07849,0.3685,306.2,377,0,0.06689,0.007849,97.15
521,0.7598,0.05715,0.08338,0.4632,300.8,387,0,0.06348,0.008338,94.18
522,0.7691,0.05867,0.1193,0.423,270.9,367,0,0.06396,0.01193,91.79
523,0.7633,0.04054,0.1097,0.3549,260.9,336,0,0.07178,0.01097,85.55
524,0.7936,0.04345,0.08418,0.4348,304.1,410,0,0.06348,0.008418,101.3
525,0.7444,0.05265,0.09705,0.4041,282,381,0,0.06543,0.009705,95.81
526,0.773,0.05581,0.09944,0.4138,286.2,415,0,0.06348,0.009944,102.3
527,0.7427,0.06101,0.1273,0.4111,265,340,0,0.06299,0.01273,85.11
528,0.7788,0.0511,0.1175,0.3592,252.2,327,0,0.06592,0.01175,83.72
529,0.783,0.04597,0.07673,0.3199,282.6,346,0,0.06494,0.007673,86.65
530,0.772,0.04419,0.09673,0.359,272.5,317,0,0.0625,0.009673,82.08
531,0.77,0.05433,0.09219,0.3511,263.7,376,0,0.08154,0.009219,96.55
532,0.7517,0.05083,0.0746,0.4212,320.2,665,0,0.0603,0.00746,156.8
533,0.7789,0.07109,0.1051,0.3689,259.9,328,0,0.06738,0.01051,82.44
534,0.7751,0.0515,0.1113,0.3239,239,279,0,0.06592,0.01113,75.1
535,0.7708,0.05058,0.08042,0.4264,281.8,353,0,0.06201,0.008043,89.72
536,0.7881,0.03603,0.1161,0.3475,233.7,273,0,0.08936,0.01161,70.41
537,0.7626,0.04093,0.08621,0.3556,267.2,370,0,0.06885,0.008621,90.67
538,0.7963,0.03701,0.09865,0.3859,283.9,374,0,0.06396,0.009866,92.93
539,0.7787,0.051,0.1092,0.3879,260.8,322,0,0.06104,0.01092,83.94
540,0.7638,0.05107,0.08754,0.3676,268.9,386,0,0.07178,0.008753,97.35
541,0.7661,0.05573,0.1696,0.3504,267.1,379,0,0.2422,0.01696,93.45
542,0.766,0.0517,0.09153,0.3865,278.7,371,0,0.07324,0.009152,92.66
543,0.7479,0.05294,0.1091,0.3584,254.8,353,0,0.07275,0.01091,88.36
544,0.757,0.06043,0.08398,0.3717,300.3,433,0,0.06885,0.008398,107.1
545,0.7738,0.05131,0.09517,0.3919,285.4,387,0,0.07227,0.009517,96.93
546,0.7654,0.05029,0.09465,0.4276,284.9,368,0,0.06982,0.009465,91.32
547,0.8019,0.04861,0.1067,0.3613,251.8,338,0,0.07373,0.01068,84.57
548,0.7655,0.05156,0.1123,0.3513,244.6,328,0,0.06836,0.01123,82.44
549,0.7503,0.05182,0.08296,0.3427,264.7,343,0,0.07031,0.008296,88.36
550,0.784,0.03776,0.1028,0.4305,291.6,480,0,0.06738,0.01028,115.1
551,0.8109,0.04526,0.104,0.3175,260.8,428,0,0.06494,0.0104,108.5
552,0.7541,0.05759,0.08018,0.4818,299.8,431,0,0.06982,0.008019,109.4
553,0.7662,0.05736,0.09685,0.3905,272.1,396,0,0.0791,0.009685,98.59
554,0.7641,0.04622,0.1035,0.3719,267.8,365,0,0.07471,0.01035,91.81
555,0.762,0.0697,0.1136,0.3838,252,426,0,0.1729,0.01136,104.3
556,0.7398,0.05093,0.09262,0.3647,260.8,329,0,0.0791,0.009261,85.86
557,0.774,0.04919,0.08419,0.4025,296.2,381,0,0.07031,0.008419,96.01
558,0.7614,0.05277,0.1075,0.3774,247.1,329,0,0.06982,0.01075,82.66
559,0.7702,0.04937,0.1065,0.3573,265.8,394,0,0.07715,0.01065,99.09
560,0.7592,0.0529,0.08588,0.4474,310.3,484,0,0.0791,0.008588,115.5
561,0.8089,0.04868,0.09933,0.4058,292,448,0,0.08203,0.009933,113.2
562,0.7898,0.06258,0.106,0.3692,261.7,368,0,0.07178,0.0106,91.6
563,0.7751,0.053,0.1001,0.4059,302.1,392,0,0.06201,0.01001,98.93
564,0.7625,0.05902,0.1021,0.3911,263.1,361,0,0.07764,0.01021,93.84
565,0.78,0.04193,0.09716,0.3994,331.9,591,0,0.1094,0.009716,140.6
566,0.7473,0.05632,0.08827,0.4411,288,412,0,0.08545,0.008827,103.3
567,0.7883,0.03612,0.09304,0.3864,281.9,405,0,0.0708,0.009305,99.89
568,0.7748,0.04526,0.1081,0.3881,268.9,362,0,0.07031,0.01081,90.51
569,0.7881,0.04563,0.09189,0.3662,268.1,419,0,0.1177,0.00919,102.7
570,0.7997,0.02799,0.1052,0.3132,272.8,351,0,0.06396,0.01052,88.76
571,0.7623,0.05584,0.0903,0.417,297.8,421,0,0.05908,0.00903,103.9
572,0.7789,0.054,0.1029,0.335,251.6,354,0,0.07129,0.01029,89.36
573,0.7798,0.05219,0.103,0.3906,281.3,409,0,0.06396,0.0103,101.3
574,0.749,0.0484,0.1033,0.442,302.2,397,0,0.08887,0.01033,100.4
575,0.763,0.06583,0.1007,0.4433,294.8,468,0,0.1001,0.01007,112.6
576,0.7765,0.07377,0.08929,0.3942,286.2,409,0,0.08008,0.008929,103.2
577,0.7695,0.05076,0.08726,0.365,262.5,353,0,0.07178,0.008727,91.34
578,0.7641,0.0472,0.07014,0.4317,327.3,470,0,0.06299,0.007014,115.3
579,0.7644,0.05561,0.1021,0.3426,255.9,336,0,0.07666,0.01021,87.34
580,0.7741,0.05542,0.1086,0.3507,277.1,350,0,0.1279,0.01086,89.66
581,0.7812,0.05261,0.1094,0.3455,252.7,289,0,0.09229,0.01094,73.97
582,0.7735,0.04412,0.08696,0.3778,273.8,339,0,0.07227,0.008696,85.17
583,0.7755,0.04198,0.08529,0.4446,322.8,502,0,0.0625,0.008529,122.2
584,0.7892,0.05803,0.08915,0.3832,272.4,406,0,0.07422,0.008915,102.7
585,0.7771,0.05799,0.103,0.3429,270.9,320,0,0.06348,0.0103,82.69
586,0.776,0.06819,0.09311,0.4553,314.4,532,0,0.07227,0.009312,126.1
587,0.7969,0.04267,0.116,0.3677,270.6,355,0,0.08496,0.0116,88.68
588,0.783,0.04895,0.09164,0.4766,294.8,434,0,0.07373,0.009164,109.7
589,0.7777,0.05599,0.08553,0.3539,273.6,461,0,0.06738,0.008552,110.5
590,0.7502,0.058,0.1032,0.4026,289.2,384,0,0.06982,0.01032,96.6
591,0.7738,0.0425,0.09018,0.4,271.1,386,0,0.0752,0.009018,96.76
592,0.7378,0.05513,0.09356,0.3164,249.2,313,0,0.07422,0.009356,81.21
593,0.7385,0.06141,0.07975,0.3993,263.9,311,0,0.1138,0.007975,79.59
594,0.766,0.05439,0.09846,0.3455,275.6,446,0,0.0918,0.009846,108.6
595,0.7741,0.05248,0.1179,0.3883,289,370,0,0.08203,0.01179,92.12
596,0.7636,0.06229,0.106,0.3357,256.8,301,0,0.07666,0.0106,79.96
597,0.7926,0.05586,0.1128,0.3198,251.3,324,0,0.07568,0.01128,81.2
598,0.7641,0.04939,0.104,0.3754,276.3,352,0,0.06396,0.0104,87.29
599,0.7693,0.05608,0.08943,0.4244,296.6,419,0,0.07178,0.008943,106.2
600,0.7731,0.05135,0.09797,0.4033,266.4,344,0,0.0708,0.009797,90.83
601,0.8071,0.04004,0.1058,0.348,267.3,343,0,0.06836,0.01058,85.55
602,0.7627,0.05605,0.08393,0.3929,296.4,503,0,0.06836,0.008393,125.9
603,0.7458,0.06343,0.07198,0.3702,290.1,358,0,0.06445,0.007198,91.23
604,0.7725,0.04464,0.09321,0.369,285.3,441,0,0.07031,0.009321,106.1
605,0.7606,0.04615,0.0876,0.3914,282.8,355,0,0.06494,0.00876,89.09
606,0.796,0.04099,0.1123,0.3543,248.3,298,0,0.0625,0.01123,76.7
607,0.766,0.03271,0.1114,0.4436,273.7,454,0,0.07178,0.01114,110.1
608,0.767,0.0445,0.09624,0.3498,265.7,326,0,0.06836,0.009624,83.27
609,0.779,0.04862,0.09566,0.3598,269.8,366,0,0.05908,0.009566,90.85
610,0.7559,0.05464,0.07966,0.4579,339.7,468,0,0.06079,0.007965,114.9
611,0.7924,0.05418,0.09503,0.3286,260.7,345,0,0.06396,0.009503,84.6
612,0.7697,0.04964,0.09098,0.4133,289.6,421,0,0.06885,0.009098,103.8
613,0.7436,0.06269,0.08504,0.4157,278.1,380,0,0.06787,0.008504,97.54
614,0.7614,0.03714,0.1098,0.3719,277.4,360,0,0.07031,0.01098,91.49
615,0.7951,0.04635,0.1024,0.3742,244,333,0,0.06982,0.01024,83.4
616,0.7858,0.05641,0.09918,0.3851,273.7,402,0,0.06934,0.009918,101.5
617,0.7954,0.02623,0.09657,0.3955,269.8,366,0,0.06543,0.009657,91.35
618,0.772,0.06573,0.09254,0.4411,282.5,364,0,0.07568,0.009254,92.14
619,0.7743,0.05061,0.08426,0.3877,297.8,408,0,0.07471,0.008426,101.1
620,0.7341,0.05873,0.07367,0.4342,300.6,408,0,0.07617,0.007367,101.6
621,0.7425,0.0631,0.08464,0.466,273.9,361,0,0.0708,0.008465,87.83
622,0.7801,0.05423,0.1011,0.3759,255.1,300,0,0.06836,0.01011,77.81
623,0.77,0.0595,0.09944,0.306,251.2,328,0,0.06641,0.009943,82.63
624,0.7801,0.05651,0.08415,0.3436,277.6,328,0,0.07764,0.008415,84.12
625,0.7965,0.03594,0.1037,0.3655,269,337,0,0.06738,0.01036,84.45
626,0.7541,0.05045,0.08871,0.3862,295.1,447,0,0.06226,0.008871,112.5
627,0.7846,0.05164,0.08583,0.3432,272.7,356,0,0.06934,0.008583,88.14
628,0.7808,0.05012,0.08718,0.3996,280.1,385,0,0.07715,0.008718,98.93
629,0.7654,0.05445,0.09888,0.3902,283.1,424,0,0.08105,0.009888,104.5
630,0.7965,0.0393,0.1128,0.319,258,298,0,0.06299,0.01128,76.05
