step,reward,reward_std,kl,entropy,grad_norm,loss,learning_rate,completion_length,clip_high,clip_low,step_time,epoch
247,0.7582,0.03962,0.0495,0.4207,0.05615,0.00495,4.422e-05,331.2,0,0,100.7,1.102
248,0.7643,0.03606,0.05376,0.3992,0.06641,0.005377,4.386e-05,334.8,0,0,119.2,1.107
249,0.7474,0.02852,0.05583,0.4296,0.06885,0.005582,4.35e-05,313.2,0,0,97.66,1.111
250,0.7722,0.04704,0.05629,0.3268,0.05933,0.005629,4.314e-05,298.2,0,0,93.05,1.116
251,0.7235,0.03593,0.04416,0.4456,0.05957,0.004416,4.279e-05,327.6,0,0,101.7,1.12
252,0.761,0.03349,0.07488,0.3548,0.05835,0.007488,4.243e-05,298.9,0,0,111.3,1.124
253,0.7471,0.04607,0.0618,0.4041,0.05884,0.00618,4.207e-05,312.1,0,0,104.5,1.129
254,0.7525,0.04917,0.05621,0.3385,0.05737,0.005621,4.171e-05,299.2,0,0,99.75,1.133
255,0.7379,0.05062,0.07128,0.3463,0.07764,0.007127,4.136e-05,307.6,0,0,102.1,1.138
256,0.7686,0.03164,0.05665,0.3036,0.06006,0.005665,4.1e-05,296.8,0,0,88.46,1.142
257,0.7574,0.03973,0.04603,0.3443,0.0564,0.004602,4.065e-05,306.2,0,0,89.61,1.147
258,0.7805,0.04688,0.0635,0.2806,0.06396,0.006349,4.029e-05,279.9,0,0,101.1,1.151
259,0.7643,0.05025,0.06291,0.2931,0.06641,0.006291,3.994e-05,297.2,0,0,89.55,1.156
260,0.7534,0.05011,0.05101,0.3772,0.06226,0.005101,3.958e-05,312.2,0,0,94.95,1.16
261,0.7498,0.0337,0.06148,0.2956,0.0625,0.006148,3.923e-05,277.1,0,0,90.13,1.164
262,0.7792,0.03469,0.06465,0.3599,0.0752,0.006465,3.887e-05,270.6,0,0,101,1.169
263,0.7582,0.05657,0.06802,0.3133,0.05835,0.006802,3.852e-05,268.2,0,0,88.33,1.173
264,0.7883,0.03401,0.05641,0.2981,0.06738,0.005641,3.817e-05,297.2,0,0,105,1.178
265,0.7537,0.03871,0.05358,0.3221,0.05444,0.005357,3.782e-05,290.1,0,0,91.13,1.182
266,0.7785,0.06025,0.06156,0.3163,0.07129,0.006155,3.747e-05,287.8,0,0,92.04,1.187
267,0.771,0.04946,0.07615,0.3467,0.05811,0.007616,3.712e-05,262.7,0,0,91.16,1.191
268,0.7722,0.04624,0.06919,0.2716,0.06934,0.006919,3.677e-05,272.1,0,0,88.11,1.196
269,0.7369,0.04628,0.07546,0.3192,0.07031,0.007546,3.642e-05,265.2,0,0,97.42,1.2
270,0.7811,0.04548,0.09074,0.289,0.06396,0.009074,3.607e-05,259.2,0,0,85.99,1.204
271,0.781,0.0447,0.07691,0.3193,0.05884,0.00769,3.572e-05,268.1,0,0,94.79,1.209
272,0.7677,0.05368,0.06229,0.3066,0.0625,0.006228,3.538e-05,269.8,0,0,83.63,1.213
273,0.7654,0.04882,0.08586,0.3313,0.0752,0.008586,3.503e-05,269.6,0,0,92.61,1.218
274,0.7556,0.05241,0.07762,0.3576,0.07275,0.007763,3.469e-05,271,0,0,95.69,1.222
275,0.7594,0.05623,0.07546,0.2879,0.05786,0.007547,3.434e-05,266.1,0,0,87.5,1.227
276,0.7636,0.04334,0.08066,0.3171,0.06836,0.008067,3.4e-05,272.9,0,0,106.7,1.231
277,0.7454,0.04327,0.07277,0.3661,0.06689,0.007277,3.366e-05,281.2,0,0,97.44,1.236
278,0.7208,0.04161,0.07494,0.3391,0.06396,0.007495,3.332e-05,294.2,0,0,106.4,1.24
279,0.7609,0.04974,0.06527,0.3385,0.06079,0.006527,3.297e-05,266.3,0,0,84.11,1.244
280,0.775,0.0517,0.06856,0.3093,0.06201,0.006855,3.263e-05,274.9,0,0,97.73,1.249
281,0.7651,0.0483,0.07445,0.3449,0.06689,0.007445,3.23e-05,274.4,0,0,86.28,1.253
282,0.7602,0.0479,0.07293,0.3215,0.06396,0.007293,3.196e-05,275.2,0,0,84.61,1.258
283,0.7747,0.0446,0.07574,0.2752,0.06055,0.007574,3.162e-05,249.6,0,0,82.51,1.262
284,0.7614,0.03849,0.0733,0.2857,0.05444,0.00733,3.128e-05,273.9,0,0,106.7,1.267
285,0.7783,0.05023,0.06284,0.3142,0.07031,0.006284,3.095e-05,263.2,0,0,89.35,1.271
286,0.7597,0.05104,0.06777,0.3345,0.05615,0.006775,3.062e-05,262.2,0,0,87.67,1.276
287,0.7684,0.0419,0.08051,0.3069,0.06128,0.008051,3.028e-05,261,0,0,84.47,1.28
288,0.7291,0.06353,0.06069,0.437,0.06006,0.006069,2.995e-05,305.5,0,0,126.3,1.284
289,0.738,0.04872,0.06655,0.4048,0.05518,0.006655,2.962e-05,326.2,0,0,126.8,1.289
290,0.7848,0.03767,0.07266,0.2738,0.05957,0.007266,2.929e-05,294.9,0,0,101.1,1.293
291,0.7622,0.04158,0.08028,0.3345,0.06396,0.008028,2.896e-05,278.4,0,0,95.09,1.298
292,0.7682,0.0547,0.06394,0.3212,0.1245,0.006394,2.863e-05,293.6,0,0,99.62,1.302
293,0.7473,0.05863,0.06337,0.3744,0.06079,0.006337,2.831e-05,285.6,0,0,93.91,1.307
294,0.7767,0.0401,0.06261,0.3411,0.05762,0.006261,2.798e-05,289.3,0,0,106.2,1.311
295,0.7448,0.06574,0.05704,0.3386,0.06494,0.005704,2.766e-05,281.4,0,0,119.4,1.316
296,0.7634,0.05011,0.07051,0.3162,0.06396,0.007051,2.733e-05,281.7,0,0,99.82,1.32
297,0.7741,0.03589,0.07536,0.3544,0.06104,0.007536,2.701e-05,261,0,0,85.23,1.324
298,0.7547,0.04178,0.06312,0.3274,0.05542,0.006312,2.669e-05,268.2,0,0,102.3,1.329
299,0.7938,0.05341,0.09549,0.3121,0.05713,0.00955,2.637e-05,260.8,0,0,88.59,1.333
300,0.7466,0.05939,0.08007,0.3378,0.08105,0.008007,2.605e-05,261.1,0,0,88.19,1.338
301,0.7521,0.04447,0.0666,0.3314,0.06152,0.00666,2.573e-05,278,0,0,93.55,1.342
302,0.7852,0.04452,0.08747,0.2566,0.06396,0.008746,2.542e-05,256.9,0,0,92.32,1.347
303,0.7692,0.04358,0.06397,0.2947,0.05371,0.006397,2.51e-05,284.4,0,0,91.81,1.351
304,0.7888,0.03172,0.07533,0.2913,0.06128,0.007532,2.479e-05,275.8,0,0,101.4,1.356
305,0.7728,0.04303,0.0629,0.314,0.05591,0.00629,2.448e-05,295.1,0,0,94.56,1.36
306,0.7806,0.04507,0.06706,0.3267,0.05054,0.006706,2.417e-05,299.2,0,0,96.51,1.364
307,0.7762,0.04359,0.0769,0.3197,0.06128,0.007689,2.386e-05,273.2,0,0,86.18,1.369
308,0.7945,0.03437,0.09059,0.3075,0.06055,0.009059,2.355e-05,260,0,0,87.95,1.373
309,0.7737,0.05141,0.09102,0.3012,0.06738,0.009102,2.325e-05,251,0,0,80.84,1.378
310,0.7578,0.03932,0.07212,0.3041,0.05859,0.007212,2.294e-05,293.2,0,0,95.77,1.382
311,0.7815,0.04369,0.07636,0.3058,0.05371,0.007637,2.264e-05,297.1,0,0,127.2,1.387
312,0.7855,0.04729,0.07642,0.2499,0.05957,0.007642,2.233e-05,258.8,0,0,82.95,1.391
313,0.7818,0.05297,0.104,0.2743,0.1562,0.0104,2.203e-05,246.5,0,0,80.61,1.396
314,0.7622,0.03684,0.06398,0.3085,0.0542,0.006397,2.173e-05,296.6,0,0,123.2,1.4
315,0.7401,0.05025,0.08522,0.3075,0.05273,0.008523,2.144e-05,256.1,0,0,82.23,1.404
316,0.8,0.03587,0.08417,0.2299,0.0542,0.008417,2.114e-05,247.4,0,0,75.48,1.409
317,0.7741,0.05554,0.08554,0.267,0.06396,0.008553,2.085e-05,280.8,0,0,95.55,1.413
318,0.7514,0.06005,0.08413,0.3055,0.05835,0.008412,2.055e-05,262.6,0,0,84.32,1.418
319,0.7535,0.048,0.07211,0.2921,0.06738,0.00721,2.026e-05,272.9,0,0,87.42,1.422
320,0.78,0.043,0.09071,0.2889,0.05469,0.00907,1.997e-05,256.9,0,0,75.17,1.427
321,0.8042,0.03425,0.09721,0.2389,0.08301,0.009721,1.968e-05,287.8,0,0,98.95,1.431
322,0.7602,0.05413,0.07781,0.2889,0.05859,0.007782,1.939e-05,271.1,0,0,84.51,1.436
323,0.79,0.04319,0.08288,0.2814,0.06494,0.008288,1.911e-05,279.2,0,0,86.53,1.44
324,0.7603,0.03388,0.06452,0.2782,0.05786,0.006452,1.883e-05,299.6,0,0,111.8,1.444
325,0.7641,0.04333,0.0864,0.2989,0.0708,0.008641,1.854e-05,262.8,0,0,82.12,1.449
326,0.8078,0.03225,0.09076,0.2742,0.0603,0.009076,1.826e-05,263.1,0,0,91.83,1.453
327,0.7595,0.04664,0.06985,0.3152,0.06885,0.006983,1.798e-05,271.9,0,0,83.19,1.458
328,0.7608,0.05226,0.0693,0.2624,0.06299,0.006931,1.771e-05,278.7,0,0,91.56,1.462
329,0.7707,0.06225,0.06824,0.3374,0.09033,0.006824,1.743e-05,265.6,0,0,90.09,1.467
330,0.7832,0.04305,0.08512,0.2506,0.1045,0.008513,1.716e-05,269.4,0,0,91.14,1.471
331,0.7601,0.04451,0.0876,0.312,0.06201,0.00876,1.689e-05,266.1,0,0,87.56,1.476
332,0.7387,0.0526,0.06356,0.3251,0.05762,0.006356,1.662e-05,285.9,0,0,95.4,1.48
333,0.734,0.06,0.06233,0.3631,0.05762,0.006233,1.635e-05,300.3,0,0,127.3,1.484
334,0.7879,0.04267,0.0558,0.3941,0.06177,0.00558,1.608e-05,320.2,0,0,110.5,1.489
335,0.7853,0.06604,0.08027,0.2787,0.06543,0.008027,1.581e-05,252.8,0,0,80.44,1.493
336,0.7741,0.05205,0.0649,0.2787,0.06494,0.006489,1.555e-05,257.5,0,0,81.35,1.498
337,0.7754,0.05899,0.06542,0.3054,0.06006,0.006542,1.529e-05,288.1,0,0,96.36,1.502
338,0.7503,0.05744,0.05923,0.2832,0.06177,0.005923,1.503e-05,292.6,0,0,113,1.507
339,0.7632,0.06081,0.09042,0.2542,0.06787,0.009042,1.477e-05,231.7,0,0,68.94,1.511
340,0.7601,0.05007,0.07728,0.3171,0.06787,0.007728,1.452e-05,279.1,0,0,91.69,1.516
341,0.7628,0.05431,0.09637,0.2759,0.06787,0.009636,1.426e-05,237.2,0,0,74.01,1.52
342,0.7742,0.042,0.07087,0.3003,0.06689,0.007087,1.401e-05,276.8,0,0,85.88,1.524
343,0.7715,0.03789,0.06934,0.3266,0.06201,0.006934,1.376e-05,290.7,0,0,88.62,1.529
344,0.7421,0.05548,0.08904,0.3063,0.07812,0.008904,1.351e-05,278.9,0,0,115.4,1.533
345,0.776,0.06127,0.07645,0.3105,0.05933,0.007645,1.327e-05,255.8,0,0,93.9,1.538
346,0.7739,0.0507,0.06988,0.2669,0.05933,0.006987,1.302e-05,258.3,0,0,85.58,1.542
347,0.7607,0.05302,0.08641,0.3371,0.06641,0.008641,1.278e-05,248.1,0,0,83.78,1.547
348,0.7768,0.05098,0.07548,0.2787,0.0625,0.007548,1.254e-05,270.7,0,0,94.56,1.551
349,0.7833,0.03328,0.07556,0.2825,0.05933,0.007557,1.23e-05,264.4,0,0,78.82,1.556
350,0.7565,0.05936,0.06702,0.296,0.06348,0.006701,1.206e-05,255,0,0,82.57,1.56
351,0.7423,0.04855,0.08545,0.3396,0.07568,0.008545,1.183e-05,273,0,0,109.3,1.564
352,0.7604,0.05669,0.07824,0.3186,0.05249,0.007824,1.159e-05,272.7,0,0,98.72,1.569
353,0.76,0.05617,0.1262,0.2939,0.2324,0.01262,1.136e-05,267.2,0,0,96.15,1.573
354,0.7453,0.05814,0.09319,0.3106,0.06641,0.009319,1.114e-05,250.8,0,0,90.91,1.578
355,0.7605,0.04097,0.06673,0.3054,0.07178,0.006673,1.091e-05,253,0,0,94.56,1.582
356,0.7589,0.05541,0.07308,0.3024,0.05518,0.007308,1.068e-05,297.6,0,0,120.5,1.587
357,0.7589,0.05599,0.0768,0.3476,0.0625,0.007679,1.046e-05,274.6,0,0,85.8,1.591
358,0.7735,0.05655,0.08258,0.2748,0.06543,0.008259,1.024e-05,232.6,0,0,72.46,1.596
359,0.7565,0.04355,0.06229,0.4093,0.05493,0.006229,1.002e-05,303.7,0,0,104.7,1.6
360,0.7618,0.07264,0.07234,0.3099,0.06006,0.007234,9.806e-06,282.4,0,0,108.7,1.604
361,0.7734,0.04428,0.06476,0.3802,0.06689,0.006477,9.592e-06,265.8,0,0,94.28,1.609
362,0.7596,0.05602,0.07704,0.2797,0.05566,0.007704,9.38e-06,244.9,0,0,78.63,1.613
363,0.7647,0.04184,0.05739,0.3198,0.04761,0.00574,9.17e-06,313.1,0,0,105.4,1.618
364,0.7561,0.06349,0.06296,0.3375,0.06396,0.006296,8.962e-06,302.6,0,0,116,1.622
365,0.7482,0.0494,0.09399,0.2812,0.09131,0.0094,8.756e-06,268.4,0,0,93.02,1.627
366,0.7459,0.05716,0.06809,0.3708,0.05884,0.006809,8.553e-06,282.5,0,0,112.2,1.631
367,0.7759,0.03951,0.08477,0.282,0.05493,0.008477,8.351e-06,275.4,0,0,97.85,1.636
368,0.7443,0.06221,0.1517,0.327,0.5234,0.01517,8.152e-06,263.8,0,0,88.76,1.64
369,0.7539,0.05368,0.09205,0.3149,0.1221,0.009204,7.955e-06,244.1,0,0,90.26,1.644
370,0.7385,0.06091,0.04837,0.2855,0.06445,0.004837,7.76e-06,262.3,0,0,88.07,1.649
371,0.7818,0.06179,0.07165,0.335,0.06104,0.007165,7.568e-06,264.9,0,0,86.65,1.653
372,0.7436,0.06561,0.05859,0.3431,0.06982,0.005858,7.377e-06,271.6,0,0,94.39,1.658
373,0.7711,0.03859,0.07854,0.2676,0.06543,0.007853,7.189e-06,240.6,0,0,84.55,1.662
374,0.7397,0.05679,0.06914,0.2973,0.07227,0.006914,7.003e-06,233,0,0,71.81,1.667
375,0.7551,0.06458,0.06235,0.3902,0.05981,0.006235,6.82e-06,267.8,0,0,92.83,1.671
376,0.7537,0.05916,0.06942,0.304,0.06055,0.006942,6.639e-06,289.6,0,0,106.5,1.676
377,0.747,0.06555,0.07057,0.3081,0.06445,0.007057,6.459e-06,277.8,0,0,90.99,1.68
378,0.7326,0.06691,0.05588,0.3553,0.06128,0.005587,6.283e-06,272.2,0,0,94.04,1.684
379,0.7334,0.07731,0.07999,0.3214,0.08496,0.007999,6.108e-06,252.4,0,0,85.72,1.689
380,0.7618,0.05285,0.05772,0.3641,0.06445,0.005771,5.936e-06,280.6,0,0,89.62,1.693
381,0.7405,0.05355,0.04463,0.3201,0.07812,0.004463,5.766e-06,272.1,0,0,95.97,1.698
382,0.7689,0.06591,0.0753,0.2774,0.0708,0.007531,5.599e-06,246.7,0,0,97.06,1.702
383,0.758,0.04845,0.07586,0.3177,0.07715,0.007585,5.433e-06,239.8,0,0,82,1.707
384,0.77,0.06558,0.08229,0.3092,0.07129,0.008229,5.27e-06,237.2,0,0,75.67,1.711
385,0.7288,0.0657,0.05052,0.3162,0.06738,0.005052,5.11e-06,283,0,0,101.1,1.716
386,0.7447,0.06317,0.06904,0.3591,0.07422,0.006904,4.952e-06,252.8,0,0,82.94,1.72
387,0.7282,0.06018,0.06491,0.3231,0.06177,0.006491,4.796e-06,265.6,0,0,96.68,1.724
388,0.7602,0.05908,0.07332,0.2856,0.07422,0.007332,4.642e-06,240.1,0,0,75.16,1.729
389,0.7457,0.04837,0.06117,0.3169,0.05786,0.006116,4.491e-06,282.1,0,0,99.82,1.733
390,0.7689,0.04038,0.0614,0.3868,0.05469,0.00614,4.342e-06,286.2,0,0,98.11,1.738
391,0.7221,0.07066,0.04872,0.3369,0.06299,0.004871,4.196e-06,270.6,0,0,107.7,1.742
392,0.7725,0.04997,0.06593,0.2719,0.05933,0.006593,4.052e-06,253.7,0,0,88.6,1.747
393,0.7349,0.06616,0.04983,0.3952,0.07227,0.004983,3.911e-06,299.8,0,0,102,1.751
394,0.7251,0.06331,0.05811,0.2897,0.07617,0.005811,3.771e-06,258.3,0,0,90.34,1.756
395,0.747,0.05504,0.06457,0.3698,0.08301,0.006457,3.635e-06,285,0,0,102,1.76
396,0.7569,0.05592,0.06161,0.2727,0.06152,0.006161,3.501e-06,269.2,0,0,109.4,1.764
397,0.7794,0.04623,0.08132,0.3438,0.06836,0.008132,3.369e-06,254.7,0,0,87.47,1.769
398,0.7716,0.0641,0.06506,0.3222,0.06543,0.006506,3.239e-06,270,0,0,106.4,1.773
399,0.7735,0.06181,0.08777,0.3411,0.06079,0.008777,3.112e-06,237,0,0,75.17,1.778
400,0.7601,0.05949,0.06171,0.2969,0.05615,0.006171,2.988e-06,290.3,0,0,101,1.782
401,0.7515,0.04974,0.06344,0.2742,0.06641,0.006343,2.866e-06,273.8,0,0,93.43,1.787
402,0.7459,0.05966,0.06495,0.3677,0.09619,0.006495,2.746e-06,301.6,0,0,115.5,1.791
403,0.7673,0.06927,0.07483,0.3616,0.07227,0.007483,2.629e-06,258.6,0,0,79.67,1.796
404,0.7477,0.05756,0.07415,0.2925,0.06641,0.007414,2.515e-06,252.9,0,0,84.44,1.8
405,0.7415,0.06156,0.05071,0.3195,0.07129,0.00507,2.403e-06,278.7,0,0,87.05,1.804
406,0.7646,0.0539,0.04655,0.4252,0.05664,0.004655,2.293e-06,367.7,0,0,123.3,1.809
407,0.723,0.05242,0.06339,0.358,0.0752,0.006339,2.186e-06,266.9,0,0,84.29,1.813
408,0.738,0.05192,0.06496,0.3603,0.05615,0.006496,2.081e-06,296.3,0,0,124.4,1.818
409,0.7374,0.05961,0.06388,0.3475,0.06543,0.006388,1.979e-06,289.9,0,0,101.3,1.822
410,0.7842,0.04985,0.08153,0.3488,0.05835,0.008153,1.88e-06,251.4,0,0,88.15,1.827
411,0.773,0.04798,0.07917,0.2863,0.06934,0.007917,1.783e-06,257.6,0,0,84.63,1.831
412,0.7384,0.06581,0.06789,0.3885,0.06177,0.00679,1.688e-06,250.1,0,0,81.26,1.836
413,0.7618,0.05024,0.08518,0.361,0.0791,0.008519,1.596e-06,249.7,0,0,92.65,1.84
414,0.7606,0.0581,0.07373,0.3403,0.06689,0.007373,1.507e-06,272.8,0,0,93.02,1.844
415,0.7289,0.05785,0.05862,0.3148,0.05933,0.005862,1.42e-06,292.8,0,0,95.73,1.849
416,0.7572,0.05984,0.06254,0.3314,0.0708,0.006253,1.335e-06,280.1,0,0,88.77,1.853
417,0.7473,0.05121,0.05661,0.3263,0.06445,0.005661,1.254e-06,274.2,0,0,100.3,1.858
418,0.7533,0.06062,0.07039,0.2867,0.06445,0.007039,1.174e-06,268.6,0,0,104.1,1.862
419,0.7567,0.05943,0.05842,0.3823,0.07031,0.005842,1.098e-06,295.6,0,0,124.8,1.867
420,0.767,0.0552,0.06499,0.346,0.06836,0.006499,1.024e-06,294.6,0,0,124.2,1.871
421,0.7689,0.05388,0.06843,0.318,0.0625,0.006843,9.519e-07,276.8,0,0,86.11,1.876
422,0.7737,0.05576,0.06303,0.3069,0.05688,0.006303,8.829e-07,282.1,0,0,102.1,1.88
423,0.738,0.05094,0.09576,0.3322,0.2285,0.009576,8.165e-07,260.9,0,0,83.07,1.884
424,0.7738,0.04435,0.08001,0.2808,0.05908,0.008001,7.526e-07,253.1,0,0,83.35,1.889
425,0.7536,0.0587,0.05723,0.3879,0.05884,0.005723,6.914e-07,292.8,0,0,119.6,1.893
426,0.7695,0.04572,0.06484,0.3306,0.05591,0.006484,6.327e-07,297.7,0,0,106.6,1.898
427,0.7464,0.07604,0.07427,0.2735,0.07178,0.007427,5.766e-07,239.8,0,0,84.31,1.902
428,0.7378,0.07523,0.06518,0.305,0.07617,0.006518,5.231e-07,270.9,0,0,122.5,1.907
429,0.755,0.0615,0.07741,0.322,0.06836,0.00774,4.722e-07,244.9,0,0,85.53,1.911
430,0.7491,0.05197,0.06985,0.3102,0.05762,0.006986,4.238e-07,275.4,0,0,101.5,1.916
431,0.7549,0.05999,0.06872,0.3381,0.05615,0.006872,3.781e-07,257.5,0,0,91.91,1.92
432,0.7695,0.05742,0.06543,0.3498,0.06738,0.006543,3.35e-07,284.3,0,0,99.49,1.924
433,0.7711,0.04845,0.05882,0.3181,0.05957,0.005882,2.945e-07,300.8,0,0,111.3,1.929
434,0.7257,0.05915,0.06767,0.3301,0.05908,0.006767,2.565e-07,249.8,0,0,87.45,1.933
435,0.7545,0.07128,0.06841,0.3118,0.06494,0.006841,2.212e-07,275.6,0,0,111.8,1.938
436,0.739,0.05946,0.06239,0.3805,0.08008,0.006239,1.885e-07,295.9,0,0,92.62,1.942
437,0.7105,0.05133,0.06271,0.3269,0.07324,0.006271,1.584e-07,266.7,0,0,94.29,1.947
438,0.7498,0.05629,0.07023,0.2882,0.06543,0.007023,1.309e-07,265.5,0,0,91.39,1.951
439,0.7695,0.06496,0.07539,0.2929,0.07764,0.007539,1.061e-07,231.8,0,0,79.91,1.956
440,0.7481,0.07006,0.06249,0.3956,0.06787,0.006249,8.381e-08,270.3,0,0,106.9,1.96
441,0.7624,0.04857,0.08459,0.3255,0.06543,0.008459,6.417e-08,253.8,0,0,83.78,1.964
442,0.7721,0.05828,0.05792,0.3718,0.05981,0.005792,4.715e-08,290.4,0,0,110.1,1.969
443,0.7127,0.06861,0.06406,0.3324,0.07129,0.006406,3.275e-08,246.3,0,0,87.1,1.973
444,0.7787,0.04863,0.08303,0.3204,0.06201,0.008303,2.096e-08,283,0,0,100.7,1.978
445,0.7219,0.0683,0.1078,0.3467,0.2461,0.01078,1.179e-08,253.6,0,0,86.88,1.982
446,0.7613,0.04581,0.1024,0.316,0.1089,0.01024,5.24e-09,298.3,0,0,117.9,1.987
447,0.7477,0.04111,0.06809,0.3575,0.07812,0.006809,1.31e-09,284,0,0,105.8,1.991
