step,epoch,reward,reward_std,loss,kl,entropy,learning_rate,step_time_s
322,1.4310,0.7602,0.05243,0.007308,0.07307,0.3592,5.614e-05,109.2
323,1.4360,0.7418,0.07041,0.02562,0.2562,0.3950,5.59e-05,98.7
324,1.4400,0.7558,0.06488,0.006338,0.06338,0.3858,5.566e-05,106.9
325,1.4440,0.7363,0.05522,0.007966,0.07966,0.3488,5.542e-05,106.3
326,1.4490,0.6872,0.06023,0.008764,0.08764,0.3722,5.518e-05,91.6
327,1.4530,0.6846,0.04791,0.008013,0.08013,0.3931,5.494e-05,85.4
328,1.4580,0.6344,0.04047,0.00985,0.0985,0.3831,5.47e-05,80.5
329,1.4620,0.6726,0.04587,0.009802,0.09802,0.2586,5.446e-05,87.8
330,1.4670,0.7003,0.06824,0.006479,0.06479,0.3767,5.422e-05,86.1
331,1.4710,0.6935,0.06781,0.006346,0.06345,0.3441,5.398e-05,93.3
332,1.4760,0.6747,0.05469,0.005175,0.05175,0.4052,5.374e-05,84.6
333,1.4800,0.7036,0.06812,0.005856,0.05855,0.3750,5.35e-05,97.5
334,1.4840,0.6917,0.06325,0.006396,0.06396,0.4022,5.326e-05,98.2
335,1.4890,0.7264,0.04600,0.00543,0.0543,0.4439,5.301e-05,120.5
336,1.4930,0.7120,0.05944,0.005475,0.05475,0.3593,5.277e-05,95.0
337,1.4980,0.6772,0.05195,0.004661,0.04661,0.3897,5.253e-05,93.0
338,1.5020,0.7090,0.05749,0.00606,0.0606,0.4177,5.229e-05,93.8
339,1.5070,0.7416,0.04160,0.005579,0.05579,0.3693,5.205e-05,109.2
340,1.5110,0.7133,0.04880,0.005674,0.05675,0.3417,5.181e-05,94.5
341,1.5160,0.7201,0.06431,0.006365,0.06365,0.3923,5.157e-05,95.2
342,1.5200,0.7200,0.05996,0.006862,0.06862,0.3800,5.133e-05,96.1
343,1.5240,0.7137,0.05027,0.006532,0.06532,0.3356,5.109e-05,110.9
344,1.5290,0.7194,0.04822,0.00663,0.0663,0.3743,5.084e-05,100.7
345,1.5330,0.7322,0.03980,0.007205,0.07205,0.3354,5.06e-05,91.5
346,1.5380,0.7414,0.04512,0.007744,0.07744,0.3702,5.036e-05,97.2
347,1.5420,0.7454,0.02831,0.00756,0.07559,0.3029,5.012e-05,103.9
348,1.5470,0.7500,0.04110,0.007826,0.07826,0.3730,4.988e-05,95.1
349,1.5510,0.7519,0.03909,0.00791,0.0791,0.2924,4.964e-05,96.8
350,1.5560,0.7700,0.03497,0.009223,0.09224,0.2784,4.94e-05,99.0
351,1.5600,0.7558,0.03413,0.01016,0.1016,0.3157,4.916e-05,96.8
352,1.5640,0.7460,0.02839,0.008221,0.08222,0.3544,4.891e-05,95.0
353,1.5690,0.7589,0.04901,0.008518,0.08517,0.3424,4.867e-05,107.4
354,1.5730,0.7499,0.04329,0.008589,0.08589,0.3439,4.843e-05,125.5
355,1.5780,0.7507,0.04710,0.00864,0.08641,0.3653,4.819e-05,107.2
356,1.5820,0.7480,0.04934,0.009414,0.09414,0.3396,4.795e-05,102.5
357,1.5870,0.7821,0.03699,0.00784,0.0784,0.3227,4.771e-05,107.7
358,1.5910,0.7758,0.03431,0.00861,0.0861,0.3640,4.747e-05,102.2
359,1.5960,0.7442,0.04944,0.008656,0.08656,0.3485,4.723e-05,121.6
360,1.6000,0.7738,0.02028,0.008201,0.082,0.4015,4.699e-05,105.8
361,1.6040,0.7717,0.03067,0.009923,0.09923,0.3215,4.674e-05,99.5
362,1.6090,0.7667,0.04675,0.009474,0.09475,0.4474,4.65e-05,107.8
363,1.6130,0.7767,0.03769,0.009141,0.09141,0.3013,4.626e-05,106.5
364,1.6180,0.7576,0.04142,0.008555,0.08555,0.3305,4.602e-05,95.7
365,1.6220,0.7635,0.03314,0.008215,0.08216,0.3749,4.578e-05,118.1
366,1.6270,0.7688,0.03984,0.009147,0.09147,0.3161,4.554e-05,109.5
367,1.6310,0.7809,0.04096,0.01138,0.1138,0.4272,4.53e-05,103.4
368,1.6360,0.7791,0.02742,0.009262,0.09263,0.3118,4.506e-05,98.8
369,1.6400,0.7827,0.03851,0.009297,0.09297,0.3280,4.482e-05,104.6
370,1.6440,0.7683,0.04139,0.008169,0.0817,0.3689,4.458e-05,109.6
371,1.6490,0.7693,0.03682,0.009155,0.09155,0.3200,4.434e-05,101.6
372,1.6530,0.7958,0.04445,0.009619,0.0962,0.3599,4.41e-05,101.4
373,1.6580,0.7807,0.04002,0.008808,0.08808,0.3352,4.386e-05,110.4
374,1.6620,0.7816,0.04461,0.009867,0.09867,0.3300,4.362e-05,97.3
375,1.6670,0.7645,0.04139,0.009865,0.09865,0.3318,4.338e-05,124.3
376,1.6710,0.7620,0.05353,0.008324,0.08323,0.4528,4.314e-05,117.4
377,1.6760,0.7952,0.03223,0.008253,0.08252,0.3671,4.291e-05,113.4
378,1.6800,0.7800,0.03978,0.008051,0.0805,0.3565,4.267e-05,110.7
379,1.6840,0.7822,0.06247,0.008807,0.08807,0.3639,4.243e-05,125.1
380,1.6890,0.7637,0.04411,0.01053,0.1053,0.4117,4.219e-05,110.6
381,1.6930,0.7984,0.04372,0.008453,0.08453,0.4151,4.195e-05,109.6
382,1.6980,0.8094,0.03224,0.009362,0.09363,0.3852,4.171e-05,101.1
383,1.7020,0.7946,0.05502,0.009455,0.09456,0.3545,4.148e-05,112.5
384,1.7070,0.7989,0.03162,0.00955,0.09551,0.3842,4.124e-05,109.1
385,1.7110,0.7893,0.03717,0.008578,0.08579,0.3577,4.1e-05,109.5
386,1.7160,0.7908,0.04126,0.008862,0.08863,0.3637,4.076e-05,116.6
387,1.7200,0.7855,0.05198,0.008505,0.08505,0.3577,4.053e-05,109.3
388,1.7240,0.7857,0.05671,0.009224,0.09224,0.3973,4.029e-05,114.1
389,1.7290,0.7973,0.04803,0.01007,0.1007,0.3595,4.005e-05,105.5
390,1.7330,0.8043,0.04457,0.01019,0.1019,0.3616,3.982e-05,114.2
391,1.7380,0.7846,0.04049,0.007814,0.07814,0.4389,3.958e-05,118.9
392,1.7420,0.7769,0.03974,0.009152,0.09152,0.4074,3.934e-05,125.0
393,1.7470,0.7562,0.06018,0.01059,0.1059,0.3699,3.911e-05,124.9
394,1.7510,0.8183,0.04149,0.008946,0.08946,0.4385,3.887e-05,124.8
395,1.7560,0.7976,0.04065,0.01002,0.1002,0.3661,3.864e-05,115.3
396,1.7600,0.7788,0.04737,0.007771,0.07772,0.4094,3.84e-05,122.8
397,1.7640,0.7988,0.04808,0.009093,0.09093,0.3567,3.817e-05,119.7
398,1.7690,0.7818,0.04338,0.01003,0.1003,0.4068,3.794e-05,110.7
399,1.7730,0.8171,0.04293,0.008628,0.08628,0.4099,3.77e-05,125.2
400,1.7780,0.7690,0.05518,0.01104,0.1104,0.4298,3.747e-05,106.0
401,1.7820,0.7853,0.04839,0.007849,0.07849,0.3469,3.723e-05,119.8
402,1.7870,0.7942,0.04645,0.008449,0.08449,0.3697,3.7e-05,123.9
403,1.7910,0.7869,0.04553,0.008497,0.08497,0.4099,3.677e-05,121.3
404,1.7960,0.7990,0.04121,0.009025,0.09025,0.3953,3.654e-05,112.9
405,1.8000,0.7947,0.05222,0.009287,0.09287,0.3490,3.63e-05,107.2
406,1.8040,0.7747,0.03600,0.009155,0.09154,0.3722,3.607e-05,116.3
407,1.8090,0.7839,0.04972,0.006952,0.06953,0.4797,3.584e-05,123.7
408,1.8130,0.7812,0.04396,0.008966,0.08966,0.4135,3.561e-05,113.6
409,1.8180,0.7980,0.04760,0.01159,0.1159,0.3874,3.538e-05,110.6
410,1.8220,0.7562,0.04736,0.007949,0.0795,0.4181,3.515e-05,128.8
411,1.8270,0.7700,0.04476,0.007895,0.07895,0.4125,3.492e-05,113.4
412,1.8310,0.7763,0.05174,0.009037,0.09038,0.3532,3.469e-05,117.3
413,1.8360,0.7889,0.05164,0.009996,0.09996,0.4804,3.446e-05,120.6
414,1.8400,0.7951,0.03518,0.01086,0.1087,0.4479,3.423e-05,101.8
415,1.8440,0.7957,0.05381,0.008632,0.08632,0.3809,3.4e-05,124.7
416,1.8490,0.7619,0.05211,0.007995,0.07995,0.4036,3.377e-05,122.5
417,1.8530,0.8003,0.03744,0.007425,0.07425,0.4133,3.354e-05,119.8
418,1.8580,0.8109,0.05170,0.006246,0.06249,0.4168,3.332e-05,115.7
419,1.8620,0.7871,0.04457,0.007091,0.0709,0.3750,3.309e-05,123.5
420,1.8670,0.7976,0.05133,0.00804,0.0804,0.4666,3.286e-05,123.3
421,1.8710,0.7916,0.04585,0.00611,0.06111,0.4186,3.263e-05,121.6
422,1.8760,0.7869,0.05249,0.007411,0.07411,0.3737,3.241e-05,111.3
423,1.8800,0.7705,0.04639,0.007644,0.07644,0.3977,3.218e-05,108.7
424,1.8840,0.7561,0.06088,0.007507,0.07508,0.4330,3.196e-05,122.4
425,1.8890,0.7889,0.04342,0.009118,0.09118,0.4132,3.173e-05,107.7
426,1.8930,0.7769,0.05377,0.007591,0.07591,0.4643,3.151e-05,124.3
427,1.8980,0.7877,0.06098,0.008106,0.08106,0.3844,3.128e-05,128.0
428,1.9020,0.7881,0.04626,0.008077,0.08077,0.3860,3.106e-05,116.4
429,1.9070,0.8019,0.04645,0.008111,0.08112,0.3851,3.084e-05,107.3
430,1.9110,0.7807,0.04924,0.008586,0.08586,0.4350,3.062e-05,124.5
431,1.9160,0.7661,0.04609,0.008476,0.08476,0.4212,3.039e-05,125.7
432,1.9200,0.7885,0.05632,0.01188,0.1188,0.4699,3.017e-05,106.9
433,1.9240,0.7910,0.05757,0.007882,0.07882,0.4458,2.995e-05,125.9
434,1.9290,0.7996,0.06062,0.007142,0.07142,0.4021,2.973e-05,122.3
435,1.9330,0.7890,0.05592,0.008615,0.08614,0.3997,2.951e-05,124.2
436,1.9380,0.8116,0.03135,0.008537,0.08537,0.3929,2.929e-05,112.7
437,1.9420,0.7835,0.05559,0.008006,0.08006,0.4693,2.907e-05,129.1
438,1.9470,0.7712,0.03767,0.008264,0.08264,0.3874,2.885e-05,115.4
439,1.9510,0.7839,0.04343,0.008448,0.08449,0.3725,2.863e-05,108.3
440,1.9560,0.7841,0.05011,0.01032,0.1032,0.4030,2.841e-05,103.3
441,1.9600,0.7852,0.06873,0.007879,0.07879,0.4745,2.82e-05,124.9
442,1.9640,0.7988,0.05067,0.009434,0.09434,0.3827,2.798e-05,122.4
443,1.9690,0.7725,0.06315,0.007165,0.07165,0.4305,2.776e-05,105.5
444,1.9730,0.7650,0.05308,0.007778,0.07778,0.3745,2.755e-05,106.6
445,1.9780,0.8042,0.06256,0.006894,0.06895,0.3953,2.733e-05,123.9
446,1.9820,0.7884,0.04266,0.00838,0.0838,0.4423,2.712e-05,122.2
447,1.9870,0.7817,0.03696,0.007403,0.07404,0.3915,2.69e-05,117.9
448,1.9910,0.7923,0.05146,0.008162,0.08162,0.4329,2.669e-05,119.8
449,1.9960,0.7934,0.05244,0.008676,0.08676,0.4300,2.648e-05,123.4
450,2.0000,0.7890,0.04388,0.008322,0.08323,0.4500,2.626e-05,127.1
451,2.0040,0.7891,0.06437,0.00867,0.0867,0.3996,2.605e-05,114.3
452,2.0090,0.7475,0.06687,0.009741,0.09741,0.3816,2.584e-05,107.8
453,2.0130,0.7896,0.05455,0.00932,0.0932,0.4197,2.563e-05,101.1
454,2.0180,0.7936,0.05171,0.008362,0.08362,0.4212,2.542e-05,123.7
455,2.0220,0.7920,0.03690,0.00902,0.0902,0.3865,2.521e-05,107.1
456,2.0270,0.7585,0.05616,0.008029,0.0803,0.4086,2.5e-05,120.4
457,2.0310,0.7850,0.06640,0.007731,0.07731,0.4006,2.479e-05,106.2
458,2.0360,0.7780,0.04862,0.007713,0.07714,0.4340,2.458e-05,121.5
459,2.0400,0.7977,0.05688,0.007679,0.07679,0.4055,2.438e-05,107.5
460,2.0440,0.7879,0.05079,0.008982,0.08982,0.3898,2.417e-05,113.0
461,2.0490,0.7724,0.04904,0.007423,0.07424,0.3934,2.396e-05,126.2
462,2.0530,0.7570,0.06007,0.00789,0.0789,0.3848,2.376e-05,105.0
463,2.0580,0.8018,0.04484,0.008937,0.08937,0.3750,2.355e-05,101.8
464,2.0620,0.7771,0.06594,0.009808,0.09808,0.4417,2.335e-05,115.3
465,2.0670,0.7947,0.03400,0.01005,0.1005,0.3419,2.314e-05,115.6
466,2.0710,0.7891,0.04412,0.009736,0.09736,0.3861,2.294e-05,99.2
467,2.0760,0.7681,0.04513,0.008858,0.08858,0.3671,2.274e-05,103.6
468,2.0800,0.7607,0.05503,0.008149,0.08149,0.4297,2.254e-05,123.7
469,2.0840,0.7992,0.04101,0.008505,0.08504,0.4212,2.233e-05,116.2
470,2.0890,0.7967,0.04218,0.008407,0.08407,0.4330,2.213e-05,113.7
471,2.0930,0.7631,0.06673,0.007805,0.07805,0.3574,2.193e-05,114.8
472,2.0980,0.7871,0.04431,0.009008,0.09009,0.4437,2.173e-05,125.8
473,2.1020,0.7748,0.05272,0.009867,0.09867,0.4202,2.154e-05,102.6
474,2.1070,0.7752,0.06700,0.007715,0.07715,0.3882,2.134e-05,106.4
475,2.1110,0.7852,0.04554,0.008866,0.08866,0.4161,2.114e-05,122.8
476,2.1160,0.7856,0.06007,0.007688,0.07688,0.4785,2.094e-05,124.8
477,2.1200,0.7841,0.06739,0.008023,0.08024,0.4888,2.075e-05,128.4
478,2.1240,0.7665,0.04991,0.007254,0.07254,0.4040,2.055e-05,106.7
479,2.1290,0.7966,0.05166,0.007877,0.07877,0.3949,2.036e-05,124.2
480,2.1330,0.7499,0.06121,0.007539,0.07539,0.3662,2.016e-05,101.6
481,2.1380,0.8002,0.03340,0.009659,0.09658,0.4158,1.997e-05,114.8
482,2.1420,0.7927,0.06137,0.00745,0.0745,0.4310,1.978e-05,121.3
483,2.1470,0.7664,0.05077,0.006692,0.06692,0.4624,1.959e-05,127.1
484,2.1510,0.7836,0.05636,0.009375,0.09375,0.4335,1.939e-05,111.1
485,2.1560,0.7959,0.05587,0.008227,0.08228,0.4022,1.92e-05,115.2
486,2.1600,0.8005,0.05489,0.007739,0.07739,0.5181,1.901e-05,124.3
487,2.1640,0.7836,0.03799,0.01066,0.1066,0.4311,1.883e-05,97.8
488,2.1690,0.7576,0.05321,0.008755,0.08754,0.4136,1.864e-05,120.3
489,2.1730,0.7818,0.05554,0.008657,0.08656,0.3966,1.845e-05,105.2
490,2.1780,0.7918,0.05618,0.008199,0.08199,0.4350,1.826e-05,123.7
491,2.1820,0.7888,0.03943,0.009647,0.09648,0.4167,1.808e-05,113.8
492,2.1870,0.7761,0.05606,0.007348,0.07348,0.4395,1.789e-05,112.4
493,2.1910,0.8001,0.05592,0.008344,0.08345,0.4506,1.771e-05,108.3
494,2.1960,0.7869,0.05169,0.009651,0.09652,0.3617,1.752e-05,102.7
495,2.2000,0.7988,0.04521,0.009031,0.09032,0.4614,1.734e-05,107.6
496,2.2040,0.8013,0.06760,0.008784,0.08784,0.4399,1.716e-05,106.0
497,2.2090,0.7728,0.05671,0.007913,0.07913,0.4296,1.698e-05,106.9
498,2.2130,0.7752,0.05781,0.007556,0.07556,0.4320,1.68e-05,117.3
499,2.2180,0.7793,0.05103,0.008429,0.0843,0.3890,1.662e-05,105.6
500,2.2220,0.8000,0.04082,0.008424,0.08424,0.4083,1.644e-05,114.2
501,2.2270,0.8033,0.03709,0.01,0.1,0.3969,1.626e-05,111.2
502,2.2310,0.7805,0.05540,0.007615,0.07615,0.4202,1.608e-05,115.2
503,2.2360,0.7972,0.05788,0.008927,0.08925,0.3994,1.59e-05,119.0
504,2.2400,0.8013,0.06145,0.007433,0.07432,0.4456,1.573e-05,106.7
505,2.2440,0.7898,0.03150,0.008626,0.08628,0.3898,1.555e-05,120.0
506,2.2490,0.7664,0.05418,0.009187,0.09187,0.4324,1.538e-05,99.7
507,2.2530,0.7792,0.05580,0.009129,0.09129,0.4120,1.52e-05,113.3
508,2.2580,0.8062,0.05369,0.008412,0.08412,0.4218,1.503e-05,98.8
509,2.2620,0.7784,0.06171,0.009594,0.09594,0.3986,1.486e-05,115.5
510,2.2670,0.7819,0.05590,0.01064,0.1064,0.4151,1.469e-05,95.1
511,2.2710,0.7719,0.04862,0.007043,0.07043,0.4355,1.452e-05,125.6
512,2.2760,0.7887,0.04022,0.009684,0.09683,0.4279,1.435e-05,115.2
513,2.2800,0.7913,0.05219,0.007933,0.07934,0.3914,1.418e-05,114.0
514,2.2840,0.7887,0.04167,0.008667,0.08667,0.4647,1.401e-05,110.3
515,2.2890,0.7874,0.05504,0.007528,0.07527,0.3766,1.384e-05,114.9
516,2.2930,0.7874,0.05598,0.009804,0.09804,0.4150,1.368e-05,100.9
517,2.2980,0.7826,0.05160,0.009253,0.09253,0.3896,1.351e-05,108.6
518,2.3020,0.7804,0.06013,0.008733,0.08733,0.3760,1.335e-05,114.5
519,2.3070,0.7914,0.04774,0.008122,0.08122,0.4002,1.318e-05,122.4
520,2.3110,0.7992,0.04996,0.008579,0.08579,0.3838,1.302e-05,114.5
521,2.3160,0.7861,0.05739,0.009661,0.0966,0.4580,1.286e-05,123.9
522,2.3200,0.7774,0.05427,0.01137,0.1137,0.4366,1.27e-05,109.4
523,2.3240,0.7653,0.05253,0.009995,0.09995,0.4223,1.254e-05,106.5
524,2.3290,0.8024,0.05750,0.009397,0.09397,0.4163,1.238e-05,118.2
525,2.3330,0.8055,0.03890,0.00915,0.0915,0.4661,1.222e-05,109.7
526,2.3380,0.7753,0.06157,0.008182,0.08182,0.4205,1.206e-05,115.9
527,2.3420,0.7926,0.03892,0.00951,0.0951,0.4208,1.191e-05,121.9
528,2.3470,0.8118,0.03654,0.009626,0.09626,0.4023,1.175e-05,108.3
529,2.3510,0.7986,0.03885,0.008409,0.08409,0.3432,1.159e-05,113.0
530,2.3560,0.7734,0.05791,0.007508,0.07509,0.4106,1.144e-05,118.1
531,2.3600,0.7983,0.05291,0.008541,0.08542,0.4229,1.129e-05,118.8
532,2.3640,0.7895,0.06306,0.008018,0.08018,0.4107,1.114e-05,122.8
533,2.3690,0.7775,0.04043,0.008568,0.08568,0.4488,1.098e-05,116.7
534,2.3730,0.7834,0.04387,0.009701,0.09702,0.3998,1.083e-05,97.0
535,2.3780,0.7892,0.04040,0.007917,0.07917,0.4500,1.068e-05,108.4
536,2.3820,0.7954,0.04000,0.009638,0.09637,0.4493,1.054e-05,106.7
537,2.3870,0.7714,0.04320,0.008334,0.08335,0.4113,1.039e-05,123.5
538,2.3910,0.7736,0.05945,0.007867,0.07867,0.4064,1.024e-05,117.0
539,2.3960,0.8026,0.02795,0.008596,0.08595,0.4417,1.009e-05,116.8
540,2.4000,0.7964,0.05470,0.009565,0.09564,0.4208,9.95e-06,94.8
541,2.4040,0.8013,0.03501,0.00967,0.0967,0.3978,9.806e-06,97.1
542,2.4090,0.7858,0.05671,0.008377,0.08376,0.4062,9.663e-06,109.2
543,2.4130,0.7824,0.03773,0.009083,0.09083,0.3924,9.521e-06,108.6
544,2.4180,0.7829,0.05035,0.00767,0.0767,0.4135,9.38e-06,117.9
545,2.4220,0.7788,0.06845,0.007279,0.0728,0.4219,9.239e-06,104.9
546,2.4270,0.7722,0.05177,0.008061,0.08062,0.4633,9.1e-06,124.5
547,2.4310,0.8198,0.03579,0.009343,0.09344,0.4136,8.962e-06,103.3
548,2.4360,0.8083,0.05045,0.008347,0.08348,0.3993,8.824e-06,114.5
549,2.4400,0.7848,0.04947,0.007623,0.07623,0.4169,8.688e-06,113.5
550,2.4440,0.7895,0.04084,0.008177,0.08177,0.4928,8.553e-06,111.1
551,2.4490,0.7941,0.04513,0.00963,0.09631,0.3775,8.418e-06,107.4
552,2.4530,0.7831,0.05617,0.007939,0.0794,0.5312,8.285e-06,116.2
553,2.4580,0.7755,0.05347,0.008747,0.08747,0.4194,8.152e-06,105.2
554,2.4620,0.7472,0.05260,0.01056,0.1056,0.3937,8.021e-06,105.1
555,2.4670,0.7678,0.07137,0.009888,0.09888,0.4172,7.89e-06,93.2
556,2.4710,0.7692,0.05938,0.009572,0.09572,0.4350,7.76e-06,104.7
557,2.4760,0.7904,0.06637,0.006943,0.06943,0.4321,7.632e-06,129.3
558,2.4800,0.7718,0.05858,0.009232,0.09232,0.4368,7.504e-06,103.2
559,2.4840,0.7754,0.05704,0.00852,0.0852,0.3946,7.377e-06,121.2
560,2.4890,0.7759,0.05723,0.009124,0.09123,0.4514,7.252e-06,113.2
561,2.4930,0.8070,0.05008,0.009153,0.09152,0.4696,7.127e-06,123.3
562,2.4980,0.7855,0.05316,0.009834,0.09834,0.3854,7.003e-06,100.5
563,2.5020,0.7914,0.04628,0.00789,0.0789,0.4388,6.881e-06,124.3
564,2.5070,0.8088,0.04463,0.008394,0.08395,0.4543,6.759e-06,103.7
565,2.5110,0.8096,0.04428,0.007853,0.07852,0.4635,6.639e-06,115.5
566,2.5160,0.7896,0.05340,0.008612,0.08612,0.4457,6.519e-06,108.4
567,2.5200,0.7991,0.05433,0.008772,0.08774,0.4459,6.4e-06,109.6
568,2.5240,0.7851,0.05046,0.008171,0.08171,0.4424,6.283e-06,113.7
569,2.5290,0.8121,0.05475,0.009844,0.09844,0.4261,6.166e-06,102.5
570,2.5330,0.8139,0.03663,0.007632,0.07632,0.3489,6.051e-06,112.0
571,2.5380,0.7953,0.06322,0.00707,0.07071,0.4666,5.936e-06,127.3
572,2.5420,0.8021,0.03958,0.009314,0.09314,0.3756,5.822e-06,103.1
573,2.5470,0.7771,0.06372,0.00958,0.0958,0.4131,5.71e-06,107.6
574,2.5510,0.7601,0.06464,0.008102,0.08103,0.4533,5.599e-06,128.0
575,2.5560,0.7673,0.05063,0.008414,0.08414,0.4376,5.488e-06,123.6
576,2.5600,0.7909,0.06045,0.007722,0.07722,0.4765,5.379e-06,112.2
577,2.5640,0.7835,0.05516,0.007338,0.07338,0.4203,5.27e-06,126.0
578,2.5690,0.7825,0.07172,0.007353,0.07352,0.4864,5.163e-06,122.0
579,2.5730,0.7819,0.05718,0.008495,0.08494,0.4431,5.057e-06,116.7
580,2.5780,0.8026,0.05246,0.008395,0.08396,0.4271,4.952e-06,104.1
581,2.5820,0.8053,0.03743,0.007885,0.07885,0.4161,4.847e-06,109.3
582,2.5870,0.7847,0.04834,0.009716,0.09716,0.4465,4.744e-06,109.6
583,2.5910,0.7982,0.03714,0.007985,0.07985,0.4506,4.642e-06,114.7
584,2.5960,0.7839,0.06398,0.008653,0.08653,0.4167,4.541e-06,104.8
585,2.6000,0.7805,0.05276,0.009419,0.09419,0.3996,4.441e-06,107.9
586,2.6040,0.8045,0.04270,0.008829,0.08829,0.5003,4.342e-06,124.4
587,2.6090,0.7975,0.04585,0.00795,0.07951,0.3997,4.245e-06,109.2
588,2.6130,0.7814,0.05522,0.00697,0.0697,0.5180,4.148e-06,125.6
589,2.6180,0.8136,0.03311,0.008812,0.08812,0.3758,4.052e-06,119.5
590,2.6220,0.7615,0.05569,0.009422,0.09422,0.4356,3.957e-06,110.8
591,2.6270,0.7763,0.06326,0.009392,0.09392,0.4351,3.864e-06,108.6
592,2.6310,0.7898,0.03302,0.01056,0.1056,0.3454,3.771e-06,100.0
593,2.6360,0.7639,0.05004,0.008035,0.08035,0.4352,3.68e-06,104.6
594,2.6400,0.8004,0.05745,0.008103,0.08104,0.3644,3.59e-06,105.8
595,2.6440,0.7728,0.06228,0.007715,0.07714,0.4347,3.501e-06,128.5
596,2.6490,0.7759,0.06280,0.01037,0.1037,0.3927,3.412e-06,106.9
597,2.6530,0.7862,0.04277,0.01025,0.1025,0.3757,3.325e-06,104.3
598,2.6580,0.7855,0.04171,0.007859,0.07859,0.4385,3.239e-06,116.8
599,2.6620,0.8023,0.04743,0.008709,0.08709,0.4440,3.154e-06,113.4
600,2.6670,0.8033,0.04239,0.008399,0.08399,0.4458,3.071e-06,116.4
601,2.6710,0.7923,0.06211,0.007659,0.07659,0.4198,2.988e-06,125.3
602,2.6760,0.7844,0.05531,0.01072,0.1072,0.3949,2.906e-06,109.8
603,2.6800,0.7945,0.04858,0.009431,0.09431,0.3784,2.826e-06,111.8
604,2.6840,0.7942,0.06148,0.009469,0.09469,0.4089,2.746e-06,118.3
605,2.6890,0.7587,0.06442,0.00832,0.08319,0.4333,2.668e-06,124.7
606,2.6930,0.7836,0.04889,0.009927,0.09926,0.3867,2.591e-06,101.4
607,2.6980,0.7571,0.05030,0.01022,0.1022,0.4842,2.515e-06,103.9
608,2.7020,0.8025,0.05312,0.008066,0.08065,0.4255,2.44e-06,116.4
609,2.7070,0.7905,0.05940,0.00867,0.0867,0.3844,2.366e-06,111.6
610,2.7110,0.7788,0.05489,0.006771,0.06771,0.4551,2.293e-06,106.9
611,2.7160,0.8019,0.04328,0.007663,0.07664,0.4001,2.221e-06,108.2
612,2.7200,0.8174,0.04737,0.008548,0.08548,0.3980,2.151e-06,127.0
613,2.7240,0.7575,0.05671,0.007935,0.07935,0.4478,2.081e-06,114.9
614,2.7290,0.7857,0.05285,0.01015,0.1015,0.3803,2.013e-06,96.8
615,2.7330,0.7945,0.03884,0.009616,0.09616,0.4307,1.946e-06,100.1
616,2.7380,0.7804,0.06566,0.009499,0.09499,0.4385,1.88e-06,114.8
617,2.7420,0.8089,0.03385,0.008453,0.08453,0.4580,1.815e-06,114.7
618,2.7470,0.7669,0.05330,0.008869,0.08868,0.4193,1.751e-06,120.7
619,2.7510,0.7925,0.05595,0.007225,0.07225,0.4310,1.688e-06,128.6
620,2.7560,0.7506,0.06198,0.006558,0.06558,0.4714,1.627e-06,124.4
621,2.7600,0.7736,0.05678,0.01137,0.1137,0.4548,1.566e-06,124.7
622,2.7640,0.7935,0.04036,0.0107,0.107,0.4507,1.507e-06,101.5
623,2.7690,0.8128,0.03237,0.008317,0.08318,0.3915,1.448e-06,108.2
624,2.7730,0.7722,0.05422,0.008729,0.08729,0.4090,1.391e-06,102.7
625,2.7780,0.8008,0.03855,0.009011,0.09012,0.4475,1.335e-06,114.7
626,2.7820,0.7769,0.05555,0.007639,0.07639,0.4669,1.281e-06,124.9
627,2.7870,0.7822,0.05641,0.01033,0.1033,0.3840,1.227e-06,105.8
628,2.7910,0.8023,0.04353,0.009829,0.09829,0.3993,1.174e-06,123.2
629,2.7960,0.8014,0.03572,0.00863,0.08629,0.4428,1.123e-06,110.0
630,2.8000,0.7795,0.05282,0.007756,0.07756,0.3999,1.073e-06,110.5
631,2.8040,0.8238,0.03393,0.01064,0.1064,0.4027,1.024e-06,110.4
632,2.8090,0.7930,0.04952,0.008656,0.08656,0.4244,9.755e-07,129.8
633,2.8130,0.7799,0.05323,0.008399,0.08399,0.4305,9.286e-07,121.6
634,2.8180,0.7986,0.05478,0.009609,0.0961,0.4632,8.829e-07,116.0
635,2.8220,0.7896,0.05922,0.007335,0.07335,0.4431,8.384e-07,123.8
636,2.8270,0.7782,0.06782,0.008309,0.08309,0.3710,7.949e-07,101.8
637,2.8310,0.7944,0.05506,0.01022,0.1022,0.4268,7.526e-07,100.2
638,2.8360,0.7660,0.06561,0.007175,0.07175,0.4121,7.115e-07,106.8
639,2.8400,0.7742,0.05767,0.008165,0.08165,0.4390,6.715e-07,112.8
640,2.8440,0.7696,0.05897,0.007895,0.07895,0.4270,6.327e-07,115.0
641,2.8490,0.7857,0.06330,0.008736,0.08737,0.3933,5.95e-07,95.7
642,2.8530,0.7473,0.05727,0.008286,0.08285,0.4143,5.585e-07,115.4
643,2.8580,0.7748,0.06224,0.008711,0.08711,0.4227,5.231e-07,110.3
644,2.8620,0.7826,0.05603,0.008409,0.08408,0.4418,4.888e-07,125.2
645,2.8670,0.8092,0.03354,0.008427,0.08426,0.4192,4.558e-07,120.2
