step,reward,reward_std,kl,entropy,grad_norm,loss,learning_rate,completion_length,clip_high,clip_low,step_time,epoch
250,0.7489,0.05126,0.06148,0.3067,0.06543,0.006147,7.245e-05,259.5,0,0,80.23,1.116
251,0.7351,0.0702,0.05049,0.4152,0.05786,0.005049,7.224e-05,311.3,0,0,125.5,1.12
252,0.7396,0.05126,0.04677,0.2969,0.06128,0.004678,7.202e-05,284.8,0,0,99.33,1.124
253,0.7366,0.05275,0.05485,0.3652,0.0874,0.005485,7.18e-05,274.5,0,0,122.2,1.129
254,0.7296,0.05375,0.05669,0.2749,0.05615,0.005669,7.159e-05,260.6,0,0,82.16,1.133
255,0.7497,0.03776,0.05999,0.2964,0.06299,0.005999,7.137e-05,259.4,0,0,87.36,1.138
256,0.7648,0.04178,0.06308,0.2486,0.05542,0.006308,7.115e-05,242.5,0,0,78.82,1.142
257,0.7717,0.05012,0.05725,0.3017,0.06641,0.005725,7.093e-05,280.1,0,0,92.68,1.147
258,0.7816,0.03324,0.07601,0.2462,0.06104,0.007603,7.071e-05,253.9,0,0,108.8,1.151
259,0.7799,0.04089,0.08021,0.2414,0.05762,0.008021,7.049e-05,281.3,0,0,87.93,1.156
260,0.7688,0.04401,0.0622,0.3023,0.07373,0.00622,7.027e-05,278.2,0,0,104.9,1.16
261,0.7714,0.04485,0.07671,0.2528,0.0564,0.007671,7.005e-05,260.8,0,0,76.61,1.164
262,0.7803,0.03531,0.06601,0.2807,0.05664,0.006601,6.983e-05,250.1,0,0,85.51,1.169
263,0.7758,0.06777,0.07842,0.2886,0.07373,0.007843,6.961e-05,261.3,0,0,83.62,1.173
264,0.7794,0.03823,0.08325,0.2208,0.05957,0.008325,6.938e-05,250.7,0,0,83.78,1.178
265,0.7564,0.03856,0.07605,0.2845,0.05884,0.007605,6.916e-05,267.7,0,0,91.73,1.182
266,0.775,0.0607,0.6965,0.2453,4.094,0.06965,6.894e-05,282.3,0,0,90.3,1.187
267,0.7589,0.0523,0.07363,0.3144,0.06641,0.007363,6.872e-05,262.6,0,0,81.69,1.191
268,0.7727,0.03919,0.189,0.2451,0.5586,0.0189,6.849e-05,240.9,0,0,71.99,1.196
269,0.7561,0.03607,0.0617,0.3393,0.06104,0.00617,6.827e-05,273.7,0,0,85.61,1.2
270,0.7563,0.05053,0.06691,0.2841,0.06201,0.00669,6.804e-05,248.8,0,0,71.31,1.204
271,0.7109,0.05352,0.0477,0.3579,0.05615,0.00477,6.782e-05,275.2,0,0,91.05,1.209
272,0.7363,0.05196,0.05169,0.3553,0.05591,0.00517,6.759e-05,283.7,0,0,99.76,1.213
273,0.7071,0.0551,0.05707,0.3784,0.06543,0.005707,6.737e-05,256.7,0,0,81.83,1.218
274,0.6788,0.04843,0.04873,0.3597,0.05054,0.004874,6.714e-05,289.5,0,0,121.4,1.222
275,0.6913,0.04461,0.05405,0.3349,0.05371,0.005404,6.691e-05,283.8,0,0,109.7,1.227
276,0.706,0.06301,0.05712,0.3927,0.09766,0.005711,6.668e-05,303.8,0,0,118.3,1.231
277,0.6887,0.04372,0.06028,0.4469,0.06836,0.006028,6.646e-05,285.3,0,0,99.25,1.236
278,0.6932,0.03967,0.04085,0.4242,0.06079,0.004086,6.623e-05,310.3,0,0,116,1.24
279,0.6883,0.0496,0.05138,0.3527,0.06226,0.005138,6.6e-05,269.8,0,0,99.81,1.244
280,0.698,0.04582,0.05086,0.3924,0.0542,0.005086,6.577e-05,306.1,0,0,125.7,1.249
281,0.6971,0.05142,0.05283,0.4353,0.06079,0.005283,6.554e-05,277.4,0,0,87.33,1.253
282,0.7057,0.03869,0.05112,0.3851,0.06445,0.005112,6.531e-05,292.4,0,0,100.5,1.258
283,0.7167,0.05389,0.0546,0.3706,0.05737,0.00546,6.508e-05,286.3,0,0,93.33,1.262
284,0.6867,0.04667,0.04326,0.3745,0.05811,0.004326,6.485e-05,307.8,0,0,118.5,1.267
285,0.6978,0.03193,0.04609,0.4052,0.06543,0.004608,6.462e-05,297.2,0,0,102.8,1.271
286,0.6993,0.04757,0.04652,0.4295,0.06445,0.004652,6.439e-05,310.9,0,0,125.3,1.276
287,0.6977,0.03713,0.04868,0.436,0.06494,0.004868,6.416e-05,300.1,0,0,117.1,1.28
288,0.6887,0.03995,0.03894,0.5202,0.07812,0.003894,6.393e-05,337.1,0,0,116,1.284
289,0.6795,0.0421,0.04245,0.4639,0.06299,0.004245,6.37e-05,314.6,0,0,111.5,1.289
290,0.7116,0.03685,0.04932,0.3506,0.06299,0.004931,6.346e-05,288.1,0,0,102.3,1.293
291,0.7153,0.02944,0.04714,0.4122,0.0564,0.004714,6.323e-05,351.1,0,0,117.9,1.298
292,0.7104,0.05759,0.04525,0.4379,0.0708,0.004525,6.3e-05,344.4,0,0,100.3,1.302
293,0.7007,0.03466,0.06903,0.4787,0.2539,0.006902,6.277e-05,351.1,0,0,126.2,1.307
294,0.7058,0.03864,0.04706,0.4772,0.05908,0.004706,6.253e-05,377.4,0,0,123.9,1.311
295,0.7059,0.04275,0.05531,0.4577,0.07324,0.005531,6.23e-05,348.1,0,0,122.5,1.316
296,0.7354,0.03442,0.06856,0.4771,0.1592,0.006857,6.206e-05,350.1,0,0,117.7,1.32
297,0.7384,0.02608,0.0512,0.5098,0.0564,0.00512,6.183e-05,382.1,0,0,125.7,1.324
298,0.7021,0.04285,0.05391,0.4908,0.06592,0.005391,6.16e-05,331.3,0,0,120.9,1.329
299,0.7216,0.05378,0.06751,0.4737,0.05884,0.006751,6.136e-05,336.6,0,0,103.5,1.333
300,0.6918,0.07523,0.06795,0.467,0.06592,0.006795,6.113e-05,332.4,0,0,123.9,1.338
301,0.7121,0.04622,0.05389,0.4262,0.06787,0.005388,6.089e-05,336.2,0,0,125.6,1.342
302,0.7539,0.04132,0.06837,0.4386,0.06543,0.006837,6.066e-05,344.4,0,0,114.8,1.347
303,0.7297,0.03683,0.05475,0.4375,0.06006,0.005474,6.042e-05,376.8,0,0,124.2,1.351
304,0.729,0.03694,0.04865,0.4049,0.07129,0.004865,6.018e-05,329.5,0,0,114.5,1.356
305,0.7367,0.04894,0.05728,0.376,0.1006,0.005728,5.995e-05,355.2,0,0,116.2,1.36
306,0.7457,0.05846,0.05037,0.4205,0.06348,0.005038,5.971e-05,355.4,0,0,118.1,1.364
307,0.713,0.05246,0.06918,0.4282,0.07812,0.006917,5.947e-05,318.4,0,0,115.9,1.369
308,0.7392,0.04809,0.07637,0.3442,0.08008,0.007637,5.924e-05,279.9,0,0,94.66,1.373
309,0.7286,0.04031,0.07371,0.3304,0.06396,0.00737,5.9e-05,277.2,0,0,95.8,1.378
310,0.735,0.04572,0.05908,0.2929,0.07227,0.005908,5.876e-05,303.8,0,0,96.78,1.382
311,0.729,0.05327,0.077,0.3337,0.0957,0.007699,5.852e-05,305.1,0,0,113.8,1.387
312,0.7471,0.0455,0.06571,0.2848,0.06787,0.006572,5.829e-05,267.5,0,0,83.88,1.391
313,0.7556,0.04907,0.08009,0.3018,0.08691,0.008009,5.805e-05,247,0,0,83.54,1.396
314,0.7561,0.04061,0.06631,0.3392,0.07617,0.006632,5.781e-05,308.4,0,0,107,1.4
315,0.7135,0.05611,0.0645,0.3251,0.06982,0.00645,5.757e-05,269.4,0,0,97.51,1.404
316,0.7337,0.03588,0.06429,0.2848,0.08301,0.00643,5.733e-05,286.6,0,0,109.2,1.409
317,0.756,0.03991,0.05516,0.2974,0.07275,0.005515,5.709e-05,285.2,0,0,91.08,1.413
318,0.7396,0.03819,0.06402,0.3716,0.07178,0.006401,5.686e-05,284.7,0,0,100.4,1.418
319,0.7507,0.04494,0.05561,0.3375,0.0708,0.005561,5.662e-05,303.6,0,0,101.8,1.422
320,0.7463,0.04991,0.06716,0.3191,0.06641,0.006716,5.638e-05,298.2,0,0,96.18,1.427
321,0.7474,0.04291,0.06496,0.2888,0.07959,0.006495,5.614e-05,307.7,0,0,111.3,1.431
322,0.737,0.05701,0.07267,0.3207,0.06738,0.007267,5.59e-05,262.1,0,0,86.26,1.436
323,0.7499,0.04979,0.05873,0.3281,0.06396,0.005873,5.566e-05,303.3,0,0,121.5,1.44
324,0.7488,0.04171,0.06481,0.3011,0.06128,0.006481,5.542e-05,305.9,0,0,115.5,1.444
325,0.7272,0.04928,0.05869,0.32,0.06543,0.00587,5.518e-05,270.2,0,0,92.16,1.449
326,0.7463,0.054,0.1021,0.3317,0.09814,0.01021,5.494e-05,279.5,0,0,100,1.453
327,0.7491,0.03468,0.06318,0.352,0.06494,0.006318,5.47e-05,332.3,0,0,118.1,1.458
328,0.7655,0.02977,0.07037,0.2549,0.07324,0.007037,5.446e-05,287.4,0,0,102,1.462
329,0.7487,0.04941,0.06692,0.3554,0.07178,0.006693,5.422e-05,308.8,0,0,123.4,1.467
330,0.7584,0.0486,0.08081,0.2862,0.06445,0.008081,5.398e-05,283.2,0,0,96.28,1.471
331,0.7411,0.04895,0.09289,0.3504,0.07422,0.009288,5.374e-05,276.5,0,0,89.33,1.476
332,0.7586,0.05614,0.07212,0.3748,0.06396,0.007212,5.35e-05,298.4,0,0,113.5,1.48
333,0.7571,0.0435,0.08421,0.3352,0.06934,0.008421,5.326e-05,282.8,0,0,96.5,1.484
334,0.7626,0.04204,0.06084,0.392,0.06982,0.006085,5.301e-05,312.2,0,0,111.1,1.489
335,0.7708,0.05783,0.08963,0.2829,0.07373,0.008963,5.277e-05,267.5,0,0,100.5,1.493
336,0.7464,0.0442,0.0786,0.3078,0.07666,0.00786,5.253e-05,273.6,0,0,88.46,1.498
337,0.7765,0.05515,0.07045,0.3017,0.07031,0.007045,5.229e-05,276.6,0,0,87.09,1.502
338,0.7461,0.04773,0.07666,0.2901,0.06689,0.007666,5.205e-05,298.1,0,0,102.6,1.507
339,0.7408,0.04623,0.0994,0.2867,0.06738,0.009941,5.181e-05,241.6,0,0,77.61,1.511
340,0.7529,0.0602,0.09251,0.2603,0.07129,0.009251,5.157e-05,256.8,0,0,94.88,1.516
341,0.7263,0.05476,0.0911,0.2885,0.07275,0.00911,5.133e-05,256.3,0,0,87.34,1.52
342,0.7502,0.04377,0.09267,0.3024,0.0708,0.009268,5.109e-05,261.7,0,0,84.03,1.524
343,0.7559,0.03148,0.07201,0.3063,0.07178,0.007201,5.084e-05,283.2,0,0,106.7,1.529
344,0.761,0.0455,0.08702,0.2917,0.06885,0.008701,5.06e-05,268.8,0,0,100.5,1.533
345,0.757,0.04147,0.07707,0.3034,0.07764,0.007707,5.036e-05,249,0,0,84.46,1.538
346,0.7417,0.05203,0.07268,0.2526,0.07471,0.007268,5.012e-05,257,0,0,77.5,1.542
347,0.7441,0.04287,0.07907,0.3161,0.07568,0.007907,4.988e-05,262.4,0,0,99.52,1.547
348,0.7746,0.03797,0.08061,0.2599,0.08008,0.008059,4.964e-05,266.6,0,0,93.58,1.551
349,0.7648,0.04733,0.08119,0.2912,0.05835,0.00812,4.94e-05,268.4,0,0,97.19,1.556
350,0.757,0.05467,0.08965,0.3051,0.08203,0.008965,4.916e-05,278.4,0,0,90.81,1.56
351,0.7421,0.04424,0.08038,0.33,0.06055,0.008038,4.891e-05,274.1,0,0,90,1.564
352,0.7584,0.05967,0.08586,0.2979,0.07227,0.008586,4.867e-05,269.8,0,0,95.56,1.569
353,0.7533,0.04437,0.07428,0.2877,0.06348,0.007428,4.843e-05,299,0,0,103.8,1.573
354,0.7666,0.03188,0.07898,0.2984,0.06982,0.007896,4.819e-05,258.8,0,0,91,1.578
355,0.7617,0.04354,0.09873,0.2898,0.0708,0.009873,4.795e-05,275.1,0,0,126.4,1.582
356,0.7577,0.0433,0.06887,0.2803,0.05835,0.006888,4.771e-05,285.2,0,0,105.8,1.587
357,0.75,0.0522,0.08986,0.2723,0.07275,0.008986,4.747e-05,265.4,0,0,96.13,1.591
358,0.7537,0.05696,0.08281,0.2669,0.06738,0.008281,4.723e-05,243.1,0,0,72.03,1.596
359,0.7453,0.05403,0.06463,0.3615,0.06299,0.006463,4.699e-05,313.2,0,0,103.9,1.6
360,0.7755,0.04873,0.06562,0.2404,0.05615,0.006562,4.674e-05,261.9,0,0,111.2,1.604
361,0.7349,0.04404,0.06945,0.3926,0.07422,0.006945,4.65e-05,279.9,0,0,102.1,1.609
362,0.7609,0.04753,0.08573,0.2681,0.06299,0.008573,4.626e-05,246.6,0,0,79.18,1.613
363,0.7529,0.04891,0.07083,0.2774,0.06226,0.007082,4.602e-05,284.2,0,0,102.5,1.618
364,0.7238,0.06648,0.07986,0.3421,0.0791,0.007986,4.578e-05,308.8,0,0,125.5,1.622
365,0.7324,0.04734,0.08038,0.2477,0.06836,0.008037,4.554e-05,262.8,0,0,121.1,1.627
366,0.7471,0.03903,0.07265,0.4006,0.06543,0.007263,4.53e-05,325.6,0,0,107,1.631
367,0.7686,0.03814,0.08004,0.3057,0.06177,0.008004,4.506e-05,280,0,0,117.1,1.636
368,0.7424,0.06044,0.08935,0.3541,0.05884,0.008935,4.482e-05,281.2,0,0,98.77,1.64
369,0.7626,0.03644,0.07582,0.3513,0.06543,0.007582,4.458e-05,260.2,0,0,93.15,1.644
370,0.7626,0.03686,0.09668,0.2758,0.06885,0.009667,4.434e-05,255.5,0,0,94.51,1.649
371,0.7625,0.06446,0.08127,0.3276,0.07568,0.008127,4.41e-05,262.7,0,0,87.32,1.653
372,0.7523,0.05673,0.1028,0.3275,0.1216,0.01028,4.386e-05,269.5,0,0,88.27,1.658
373,0.7532,0.04605,0.08935,0.311,0.07373,0.008934,4.362e-05,262.4,0,0,99.67,1.662
374,0.7619,0.03259,0.09825,0.2679,0.09521,0.009826,4.338e-05,240.1,0,0,83.12,1.667
375,0.7469,0.059,0.07582,0.4339,0.05811,0.007582,4.314e-05,296.4,0,0,119.1,1.671
376,0.7696,0.04959,0.07984,0.3119,0.05664,0.007984,4.291e-05,314.8,0,0,115.6,1.676
377,0.7208,0.06315,0.0749,0.2968,0.0918,0.00749,4.267e-05,278.2,0,0,98.51,1.68
378,0.7461,0.06527,0.08326,0.3065,0.07715,0.008326,4.243e-05,262.7,0,0,92.26,1.684
379,0.7336,0.06178,0.06012,0.4056,0.07422,0.006012,4.219e-05,284.4,0,0,125.7,1.689
380,0.7336,0.03442,0.06881,0.39,0.06885,0.006881,4.195e-05,288.4,0,0,102.8,1.693
381,0.7544,0.05784,0.06694,0.3786,0.05688,0.006695,4.171e-05,315.4,0,0,125.2,1.698
382,0.7671,0.04017,0.08378,0.289,0.06982,0.008378,4.148e-05,269.8,0,0,113.6,1.702
383,0.7482,0.04782,0.07646,0.3178,0.0708,0.007647,4.124e-05,266,0,0,98.3,1.707
384,0.7459,0.04338,0.1052,0.3079,0.07373,0.01052,4.1e-05,270.6,0,0,98.51,1.711
385,0.7246,0.05016,0.07068,0.3226,0.05811,0.007067,4.076e-05,302.3,0,0,121,1.716
386,0.7325,0.03633,0.07761,0.3104,0.06152,0.007762,4.053e-05,271.4,0,0,98.05,1.72
387,0.7456,0.0428,0.08099,0.353,0.06494,0.0081,4.029e-05,290.9,0,0,111.9,1.724
388,0.7867,0.04332,0.08948,0.2956,0.05786,0.008947,4.005e-05,251.2,0,0,84.61,1.729
389,0.7522,0.05432,0.07814,0.3168,0.06982,0.007813,3.982e-05,299.2,0,0,96.89,1.733
390,0.7617,0.0443,0.07058,0.3612,0.06055,0.007058,3.958e-05,291.1,0,0,89.99,1.738
391,0.7587,0.04209,0.07277,0.3307,0.0603,0.007277,3.934e-05,307.2,0,0,126.4,1.742
392,0.7451,0.0603,0.07451,0.3078,0.06396,0.007451,3.911e-05,271.1,0,0,87.24,1.747
393,0.7634,0.04106,0.06816,0.4411,0.06885,0.006816,3.887e-05,318.8,0,0,116.8,1.751
394,0.7438,0.05597,0.08014,0.3002,0.06494,0.008014,3.864e-05,267.2,0,0,87.15,1.756
395,0.7652,0.05359,0.06706,0.3479,0.0542,0.006706,3.84e-05,302.2,0,0,120.2,1.76
396,0.7444,0.05006,0.08121,0.2659,0.05518,0.008121,3.817e-05,288.1,0,0,108.5,1.764
397,0.7577,0.05982,0.07793,0.3367,0.06641,0.007793,3.794e-05,280.9,0,0,97.33,1.769
398,0.7725,0.05123,0.07399,0.3417,0.06348,0.007399,3.77e-05,290.2,0,0,105.4,1.773
399,0.7653,0.04513,0.09206,0.3629,0.06934,0.009206,3.747e-05,245.9,0,0,81.4,1.778
400,0.7725,0.04824,0.06585,0.3292,0.05811,0.006585,3.723e-05,315.2,0,0,114.4,1.782
401,0.7335,0.03924,0.07242,0.3333,0.06348,0.007242,3.7e-05,293.7,0,0,96.13,1.787
402,0.7575,0.06349,0.07494,0.349,0.05981,0.007494,3.677e-05,294.9,0,0,101.9,1.791
403,0.7263,0.06062,0.07867,0.3842,0.07324,0.007867,3.654e-05,278.2,0,0,104.3,1.796
404,0.7709,0.03964,0.09049,0.3003,0.05933,0.009049,3.63e-05,267.3,0,0,89.07,1.8
405,0.7424,0.05498,0.0835,0.3023,0.05396,0.00835,3.607e-05,271.4,0,0,94.19,1.804
406,0.7686,0.0314,0.05285,0.458,0.05688,0.005285,3.584e-05,381.6,0,0,121.8,1.809
407,0.7528,0.06155,0.08766,0.3737,0.07422,0.008766,3.561e-05,285.3,0,0,95.73,1.813
408,0.7558,0.06309,0.08728,0.328,0.06543,0.008728,3.538e-05,267.9,0,0,93.41,1.818
409,0.7521,0.03886,0.07447,0.3461,0.05273,0.007446,3.515e-05,283.3,0,0,90.15,1.822
410,0.744,0.0596,0.07935,0.3655,0.06445,0.007935,3.492e-05,249.1,0,0,76.68,1.827
411,0.756,0.04107,0.08511,0.3112,0.05811,0.008511,3.469e-05,269.7,0,0,96.47,1.831
412,0.7695,0.03576,0.08985,0.3895,0.05859,0.008985,3.446e-05,265.8,0,0,79.49,1.836
413,0.7568,0.04275,0.08492,0.3953,0.06738,0.008492,3.423e-05,262.1,0,0,99.73,1.84
414,0.7823,0.05433,0.08749,0.3481,0.09521,0.008749,3.4e-05,287.9,0,0,106.2,1.844
415,0.759,0.03736,0.1054,0.316,0.07324,0.01053,3.377e-05,298.6,0,0,106.3,1.849
416,0.766,0.04298,0.1063,0.3302,0.05493,0.01063,3.354e-05,279.1,0,0,85.95,1.853
417,0.7726,0.05482,0.09835,0.3599,0.05688,0.009835,3.332e-05,264.7,0,0,85.01,1.858
418,0.7705,0.03477,0.09211,0.3556,0.0625,0.009211,3.309e-05,292.1,0,0,98.4,1.862
419,0.7703,0.05868,0.1084,0.4061,0.06689,0.01084,3.286e-05,263.3,0,0,79.97,1.867
420,0.7636,0.04941,0.07899,0.37,0.06494,0.007899,3.263e-05,304.6,0,0,120.5,1.871
421,0.7569,0.04976,0.1005,0.3457,0.0708,0.01005,3.241e-05,269.8,0,0,103.1,1.876
422,0.7713,0.042,0.105,0.3257,0.06787,0.0105,3.218e-05,250.4,0,0,101.8,1.88
423,0.7611,0.04974,0.08875,0.3427,0.0625,0.008875,3.196e-05,273.4,0,0,104.5,1.884
424,0.7744,0.04288,0.09373,0.287,0.06201,0.009373,3.173e-05,252.2,0,0,86.45,1.889
425,0.7772,0.04969,0.08012,0.3743,0.06079,0.008012,3.151e-05,285.7,0,0,112.9,1.893
426,0.7585,0.0489,0.09814,0.3225,0.06982,0.009813,3.128e-05,269.2,0,0,100.2,1.898
427,0.7646,0.05017,0.1093,0.3156,0.07227,0.01093,3.106e-05,265.6,0,0,90.11,1.902
428,0.7736,0.0465,0.1064,0.3299,0.06299,0.01064,3.084e-05,284.3,0,0,120.5,1.907
429,0.7466,0.05331,0.1142,0.3256,0.06226,0.01142,3.062e-05,253.4,0,0,103.4,1.911
430,0.773,0.04564,0.119,0.3236,0.06396,0.0119,3.039e-05,239.8,0,0,78.79,1.916
431,0.7781,0.03393,0.09298,0.374,0.07178,0.009298,3.017e-05,267.1,0,0,88.12,1.92
432,0.7689,0.04814,0.08441,0.3448,0.07715,0.008441,2.995e-05,256.9,0,0,85.54,1.924
433,0.7692,0.04099,0.08337,0.307,0.06445,0.008337,2.973e-05,278.1,0,0,93.71,1.929
434,0.7509,0.04573,0.1036,0.3221,0.07324,0.01036,2.951e-05,246.8,0,0,79.14,1.933
435,0.7568,0.03881,0.1028,0.2781,0.05786,0.01028,2.929e-05,255,0,0,80.8,1.938
436,0.7477,0.04776,0.06946,0.3833,0.06177,0.006946,2.907e-05,273.6,0,0,87.28,1.942
437,0.7496,0.04273,0.09678,0.2769,0.05957,0.009678,2.885e-05,260.2,0,0,86.89,1.947
438,0.779,0.0378,0.08443,0.2948,0.05322,0.008443,2.863e-05,250.6,0,0,88.45,1.951
439,0.7524,0.06159,0.08931,0.3033,0.06396,0.008931,2.841e-05,235.5,0,0,70.68,1.956
440,0.7509,0.03935,0.08647,0.3445,0.06689,0.008646,2.82e-05,259.1,0,0,86.39,1.96
441,0.7948,0.03473,0.09166,0.2697,0.06445,0.009166,2.798e-05,242.3,0,0,71.73,1.964
442,0.7584,0.0606,0.1137,0.3399,0.07031,0.01137,2.776e-05,270.4,0,0,100.8,1.969
443,0.7289,0.04726,0.09091,0.3377,0.07812,0.009091,2.755e-05,255.6,0,0,95.12,1.973
444,0.7702,0.05479,0.09007,0.3045,0.06494,0.009007,2.733e-05,259.1,0,0,89.2,1.978
445,0.7453,0.04367,0.0696,0.3296,0.05908,0.00696,2.712e-05,268.6,0,0,96.87,1.982
446,0.7596,0.04881,0.07877,0.3354,0.07812,0.007877,2.69e-05,296.6,0,0,109.7,1.987
447,0.7872,0.04425,0.08271,0.3621,0.07178,0.00827,2.669e-05,267.6,0,0,81.44,1.991
448,0.7846,0.05285,0.08448,0.2959,0.05566,0.008449,2.648e-05,261.9,0,0,76.01,1.996
449,0.7871,0.03655,0.09195,0.2942,0.06592,0.009196,2.626e-05,265.9,0,0,97.46,2
450,0.7724,0.04301,0.08485,0.2803,0.0708,0.008484,2.605e-05,267.8,0,0,99.96,2.004
451,0.7516,0.04401,0.08707,0.3052,0.05933,0.008706,2.584e-05,265.2,0,0,85.72,2.009
452,0.7803,0.0401,0.08375,0.3434,0.06787,0.008376,2.563e-05,248.4,0,0,75.37,2.013
453,0.7919,0.04938,0.09991,0.3014,0.06201,0.009991,2.542e-05,263.2,0,0,94.58,2.018
454,0.7451,0.05815,0.09275,0.273,0.06982,0.009275,2.521e-05,250.8,0,0,73.13,2.022
455,0.745,0.04334,0.08641,0.3161,0.06445,0.00864,2.5e-05,275.6,0,0,92.8,2.027
456,0.7743,0.04954,0.09918,0.302,0.07324,0.009918,2.479e-05,247.1,0,0,72.76,2.031
457,0.7358,0.0551,0.09516,0.3355,0.07178,0.009516,2.458e-05,262.7,0,0,82.93,2.036
458,0.7859,0.03116,0.08431,0.2879,0.0625,0.00843,2.438e-05,251.8,0,0,86.92,2.04
459,0.7728,0.05874,0.09504,0.292,0.06885,0.009505,2.417e-05,269.4,0,0,108.8,2.044
460,0.7345,0.04729,0.08319,0.3581,0.07227,0.008319,2.396e-05,315.1,0,0,125.3,2.049
461,0.7771,0.04801,0.09074,0.2953,0.06152,0.009074,2.376e-05,249.7,0,0,74.66,2.053
462,0.7791,0.04031,0.09981,0.2672,0.05835,0.009981,2.355e-05,233.1,0,0,72.04,2.058
463,0.7415,0.06766,0.08273,0.36,0.06592,0.008272,2.335e-05,267.3,0,0,100.4,2.062
464,0.7783,0.05643,0.09532,0.2639,0.06079,0.009532,2.314e-05,250.8,0,0,89.33,2.067
465,0.7734,0.05659,0.1012,0.2738,0.06543,0.01012,2.294e-05,224.2,0,0,66.75,2.071
466,0.7799,0.04362,0.08959,0.2631,0.05615,0.008959,2.274e-05,248.1,0,0,91.75,2.076
467,0.7602,0.0615,0.08402,0.3413,0.06494,0.008402,2.254e-05,285.8,0,0,99.01,2.08
468,0.7579,0.04618,0.07353,0.3068,0.05884,0.007353,2.233e-05,279.8,0,0,103.4,2.084
469,0.7716,0.05084,0.08775,0.3125,0.06787,0.008775,2.213e-05,264.8,0,0,110.2,2.089
470,0.7678,0.0497,0.08739,0.2906,0.06738,0.008739,2.193e-05,245.7,0,0,77.68,2.093
471,0.7938,0.0414,0.08372,0.328,0.07178,0.008373,2.173e-05,260.6,0,0,81.44,2.098
472,0.761,0.05306,0.101,0.3001,0.07031,0.0101,2.154e-05,243.6,0,0,96.18,2.102
473,0.7651,0.04609,0.07673,0.2745,0.08008,0.007672,2.134e-05,244.5,0,0,95.86,2.107
474,0.7673,0.0378,0.1002,0.2902,0.06836,0.01003,2.114e-05,250.2,0,0,80.84,2.111
475,0.7728,0.05048,0.101,0.3367,0.08838,0.0101,2.094e-05,292.9,0,0,112.2,2.116
476,0.7869,0.04372,0.08908,0.3071,0.06226,0.008908,2.075e-05,253.6,0,0,85.21,2.12
477,0.7493,0.0398,0.0811,0.3004,0.0752,0.00811,2.055e-05,293.1,0,0,93.89,2.124
478,0.7521,0.04659,0.07086,0.3151,0.05615,0.007085,2.036e-05,270.1,0,0,84.9,2.129
479,0.7815,0.05516,0.1019,0.2623,0.07861,0.01019,2.016e-05,246.8,0,0,75.93,2.133
480,0.7639,0.04917,0.09055,0.2936,0.06396,0.009055,1.997e-05,266.9,0,0,90.85,2.138
481,0.7901,0.04227,0.07878,0.3205,0.07275,0.007878,1.978e-05,267.3,0,0,103.9,2.142
482,0.7622,0.04983,0.07062,0.3305,0.05981,0.007062,1.959e-05,320.2,0,0,124.1,2.147
483,0.7296,0.0639,0.06893,0.3061,0.06348,0.006893,1.939e-05,265.7,0,0,95.74,2.151
484,0.7691,0.0424,0.08305,0.304,0.06299,0.008305,1.92e-05,279.8,0,0,93.49,2.156
485,0.747,0.05349,0.08263,0.3319,0.06226,0.008264,1.901e-05,263.4,0,0,92.79,2.16
486,0.7237,0.03748,0.0804,0.283,0.07422,0.00804,1.883e-05,254.8,0,0,88.56,2.164
487,0.771,0.04557,0.08811,0.3119,0.06152,0.008811,1.864e-05,267.9,0,0,89.85,2.169
488,0.7625,0.05492,0.08772,0.2895,0.05737,0.008771,1.845e-05,255.7,0,0,81.2,2.173
489,0.7581,0.04988,0.09183,0.3003,0.0918,0.009183,1.826e-05,262.2,0,0,98.8,2.178
490,0.7531,0.05745,0.09106,0.306,0.08838,0.009106,1.808e-05,277.2,0,0,98.7,2.182
491,0.7602,0.05718,0.08825,0.296,0.07227,0.008826,1.789e-05,256.6,0,0,83.07,2.187
492,0.764,0.04523,0.08059,0.3132,0.06934,0.008058,1.771e-05,272.9,0,0,87.63,2.191
493,0.7657,0.05348,0.09246,0.278,0.07471,0.009245,1.752e-05,269.3,0,0,99,2.196
494,0.7644,0.0456,0.08502,0.331,0.06738,0.008502,1.734e-05,248.3,0,0,79.23,2.2
495,0.7507,0.05387,0.08462,0.3559,0.06836,0.008462,1.716e-05,265.6,0,0,87.24,2.204
496,0.769,0.04597,0.08973,0.2803,0.06177,0.008973,1.698e-05,264.2,0,0,90.93,2.209
497,0.7701,0.04162,0.08638,0.3419,0.05957,0.008638,1.68e-05,282.2,0,0,92.88,2.213
498,0.7523,0.06235,0.0865,0.2965,0.06494,0.00865,1.662e-05,250.2,0,0,76.39,2.218
499,0.7889,0.05442,0.09577,0.2684,0.06934,0.009577,1.644e-05,262.1,0,0,85.66,2.222
500,0.7669,0.05208,0.08126,0.2679,0.06738,0.008126,1.626e-05,269.6,0,0,91.48,2.227
501,0.7826,0.0467,0.09268,0.2979,0.06641,0.009269,1.608e-05,271.4,0,0,92.87,2.231
502,0.751,0.05523,0.0864,0.31,0.06982,0.00864,1.59e-05,270.2,0,0,92.38,2.236
503,0.7658,0.05918,0.08923,0.3085,0.06934,0.008923,1.573e-05,276.4,0,0,99.27,2.24
504,0.7554,0.06275,0.09315,0.2763,0.07617,0.009315,1.555e-05,262.2,0,0,78.63,2.244
