step,reward,reward_std,kl,entropy,grad_norm,loss,learning_rate,completion_length,clip_high,clip_low,step_time,epoch
146,0.7237,0.03393,0.03454,0.3782,0.06299,0.003452,9.118e-05,303.2,0,0,102.2,0.6533
147,0.7067,0.04685,0.0323,0.3629,0.07031,0.00323,9.104e-05,294.2,0,0,115.9,0.6578
148,0.7258,0.03664,0.02461,0.3963,0.06201,0.002461,9.09e-05,321.5,0,0,98.01,0.6622
149,0.7232,0.04078,0.01635,0.3986,0.05811,0.001635,9.076e-05,389,0,0,124.1,0.6667
150,0.6983,0.03016,0.02363,0.3911,0.05859,0.002363,9.062e-05,295,0,0,90.54,0.6711
151,0.7492,0.04557,0.04333,0.3633,0.0791,0.004334,9.048e-05,282.3,0,0,95.38,0.6756
152,0.7316,0.04478,0.02723,0.3295,0.05664,0.002722,9.034e-05,324.8,0,0,100,0.68
153,0.701,0.04755,0.03744,0.3534,0.0708,0.003744,9.019e-05,288.5,0,0,106.8,0.6844
154,0.7228,0.03553,0.02785,0.3193,0.0708,0.002784,9.005e-05,337.4,0,0,116.3,0.6889
155,0.7288,0.05108,0.03369,0.3262,0.0542,0.003369,8.991e-05,305.3,0,0,102.6,0.6933
156,0.7463,0.02904,0.01702,0.3481,0.06006,0.001701,8.976e-05,392.8,0,0,116.6,0.6978
157,0.7362,0.0356,0.03805,0.3046,0.07471,0.003805,8.961e-05,279.3,0,0,84.72,0.7022
158,0.7257,0.04184,0.0316,0.3448,0.08057,0.003161,8.946e-05,301.8,0,0,101.6,0.7067
159,0.7311,0.04956,0.03532,0.3175,0.05737,0.003532,8.932e-05,322.9,0,0,127.8,0.7111
160,0.7276,0.03447,0.06802,0.3229,0.1367,0.006803,8.917e-05,262.8,0,0,87.43,0.7156
161,0.7161,0.03392,0.02827,0.3233,0.05396,0.002829,8.902e-05,313.9,0,0,99.97,0.72
162,0.7201,0.04013,0.02921,0.412,0.05884,0.002921,8.886e-05,341.8,0,0,110.6,0.7244
163,0.7389,0.05122,0.03843,0.3198,0.06982,0.003844,8.871e-05,306.7,0,0,107.7,0.7289
164,0.7049,0.02728,0.04008,0.346,0.0708,0.004007,8.856e-05,273.1,0,0,96.45,0.7333
165,0.7287,0.04953,0.04426,0.382,0.07568,0.004426,8.841e-05,284.9,0,0,89.16,0.7378
166,0.731,0.03693,0.03843,0.3346,0.06445,0.003843,8.825e-05,287.2,0,0,106.7,0.7422
167,0.7144,0.04558,0.04921,0.2696,0.08057,0.00492,8.809e-05,302.1,0,0,100.3,0.7467
168,0.7417,0.03947,0.04316,0.3029,0.06396,0.004317,8.794e-05,307.9,0,0,112.1,0.7511
169,0.7352,0.04676,0.0436,0.3032,0.05786,0.00436,8.778e-05,281.3,0,0,81.24,0.7556
170,0.7423,0.04379,0.04895,0.2757,0.05884,0.004894,8.762e-05,273.8,0,0,86.23,0.76
171,0.7261,0.03676,0.03699,0.3183,0.06592,0.003699,8.746e-05,285.2,0,0,97.86,0.7644
172,0.7306,0.05811,0.06707,0.3079,0.09473,0.006706,8.73e-05,260.8,0,0,97.13,0.7689
173,0.7396,0.03843,0.04394,0.3097,0.06689,0.004394,8.714e-05,309.4,0,0,124.4,0.7733
174,0.7306,0.04122,0.04235,0.2855,0.06104,0.004235,8.698e-05,327.1,0,0,106,0.7778
175,0.7458,0.03803,0.05414,0.2618,0.06641,0.005413,8.682e-05,277.1,0,0,92.2,0.7822
176,0.7456,0.04763,0.07071,0.2683,0.08301,0.007071,8.665e-05,241.1,0,0,83.43,0.7867
177,0.7369,0.04376,0.04333,0.3387,0.06787,0.004332,8.649e-05,297.9,0,0,100.8,0.7911
178,0.7577,0.04089,0.05215,0.288,0.06299,0.005215,8.632e-05,267.1,0,0,94.86,0.7956
179,0.7443,0.04901,0.04639,0.2406,0.05908,0.00464,8.616e-05,261.6,0,0,84.36,0.8
180,0.773,0.06502,0.06794,0.2888,0.07764,0.006794,8.599e-05,255.4,0,0,96.49,0.8044
181,0.7587,0.04437,0.06097,0.3036,0.07812,0.006098,8.582e-05,274.1,0,0,86.27,0.8089
182,0.7569,0.04323,0.04244,0.3134,0.06201,0.004244,8.565e-05,303.2,0,0,107.4,0.8133
183,0.7486,0.0515,0.05424,0.2915,0.07471,0.005424,8.548e-05,271.1,0,0,93.64,0.8178
184,0.7694,0.04415,0.06478,0.3175,0.08594,0.006478,8.531e-05,265.1,0,0,97.93,0.8222
185,0.7576,0.06201,0.06101,0.2848,0.07178,0.006102,8.514e-05,262.5,0,0,103.6,0.8267
186,0.7616,0.04078,0.05282,0.2977,0.06396,0.005281,8.497e-05,294.5,0,0,109.7,0.8311
187,0.7573,0.04985,0.05835,0.297,0.06836,0.005835,8.48e-05,262.8,0,0,84.01,0.8356
188,0.7594,0.06497,0.06561,0.3909,0.06543,0.006561,8.462e-05,293.9,0,0,113.1,0.84
189,0.7516,0.0437,0.06658,0.3335,0.07178,0.006659,8.445e-05,261.2,0,0,83.16,0.8444
190,0.757,0.04758,0.07466,0.3317,0.07861,0.007466,8.427e-05,288.1,0,0,94.08,0.8489
191,0.7657,0.05214,0.06411,0.3569,0.07568,0.006412,8.41e-05,270.2,0,0,94.96,0.8533
192,0.7649,0.05674,0.07425,0.3164,0.0708,0.007425,8.392e-05,276.3,0,0,93.67,0.8578
193,0.7885,0.0585,0.08442,0.3762,0.08154,0.008442,8.374e-05,276.7,0,0,92.38,0.8622
194,0.7466,0.04283,0.07014,0.4133,0.06934,0.007014,8.356e-05,282.4,0,0,83.31,0.8667
195,0.7567,0.07075,0.06963,0.3743,0.06836,0.006963,8.338e-05,283.9,0,0,92.54,0.8711
196,0.7512,0.06034,0.05466,0.4264,0.07812,0.005466,8.32e-05,326.7,0,0,110,0.8756
197,0.7493,0.03986,0.07778,0.4085,0.06348,0.007778,8.302e-05,277.7,0,0,98.49,0.88
198,0.7706,0.03848,0.07813,0.3666,0.06006,0.007813,8.284e-05,274.5,0,0,92.78,0.8844
199,0.7752,0.05545,0.07043,0.3789,0.06396,0.007043,8.266e-05,297.7,0,0,94.1,0.8889
200,0.7801,0.05405,0.07437,0.3466,0.05981,0.007438,8.248e-05,275.7,0,0,95.13,0.8933
201,0.771,0.04871,0.1358,0.3198,0.2598,0.01358,8.229e-05,250.5,0,0,89.02,0.8978
202,0.728,0.03889,0.05872,0.4485,0.05566,0.005872,8.211e-05,284,0,0,84.22,0.9022
203,0.7448,0.05325,0.06719,0.3631,0.06787,0.006718,8.192e-05,264.8,0,0,93.82,0.9067
204,0.763,0.05536,0.05922,0.3521,0.06445,0.005921,8.174e-05,283,0,0,101.3,0.9111
205,0.7495,0.042,0.05542,0.3142,0.06299,0.005542,8.155e-05,295.9,0,0,123.2,0.9156
206,0.7684,0.04624,0.07153,0.3665,0.05786,0.007153,8.136e-05,275.8,0,0,82.71,0.92
207,0.7699,0.04108,0.05477,0.3467,0.06152,0.005477,8.117e-05,268,0,0,84.98,0.9244
208,0.7399,0.0526,0.06154,0.3837,0.09277,0.006153,8.099e-05,313.7,0,0,103.3,0.9289
209,0.7433,0.06257,0.055,0.3588,0.05371,0.005501,8.08e-05,291.3,0,0,86.49,0.9333
210,0.7593,0.0444,0.05998,0.2932,0.06445,0.005999,8.061e-05,251.5,0,0,89.19,0.9378
211,0.7656,0.05824,0.05291,0.2666,0.06396,0.005291,8.041e-05,256.6,0,0,75.12,0.9422
212,0.7476,0.03677,0.05251,0.2897,0.07129,0.005251,8.022e-05,288.5,0,0,96.75,0.9467
213,0.751,0.0499,0.05659,0.3721,0.06079,0.005659,8.003e-05,291.3,0,0,95.52,0.9511
214,0.7555,0.04679,0.0556,0.2829,0.05762,0.00556,7.984e-05,275.6,0,0,87.81,0.9556
215,0.7654,0.0524,0.05253,0.2777,0.05688,0.005254,7.964e-05,253.4,0,0,81.92,0.96
216,0.7355,0.05246,0.05016,0.3453,0.06201,0.005015,7.945e-05,304.3,0,0,114.2,0.9644
217,0.7658,0.04437,0.06204,0.2453,0.06738,0.006204,7.925e-05,254.7,0,0,82.23,0.9689
218,0.7553,0.04992,0.04767,0.3532,0.05493,0.004768,7.906e-05,292.6,0,0,95.84,0.9733
219,0.7425,0.06037,0.05965,0.3212,0.08398,0.005965,7.886e-05,257.2,0,0,91.67,0.9778
220,0.7496,0.05994,0.04712,0.3296,0.05811,0.004711,7.866e-05,284.2,0,0,90.4,0.9822
221,0.7817,0.02833,0.04477,0.3379,0.05078,0.004478,7.846e-05,327.7,0,0,125.2,0.9867
222,0.7419,0.04945,0.05281,0.3244,0.05664,0.005281,7.827e-05,286,0,0,97.23,0.9911
223,0.7653,0.03911,0.06191,0.3228,0.0625,0.006191,7.807e-05,286.8,0,0,104.8,0.9956
224,0.7178,0.05442,0.04941,0.3066,0.05664,0.004941,7.787e-05,297.1,0,0,93.93,1
225,0.7375,0.04445,0.04776,0.2996,0.06445,0.004775,7.767e-05,287.3,0,0,93.56,1.004
226,0.7477,0.0504,0.04761,0.2913,0.07373,0.004761,7.746e-05,285.1,0,0,91.12,1.009
227,0.74,0.04729,0.04943,0.327,0.05688,0.004943,7.726e-05,298.4,0,0,105.5,1.013
228,0.7576,0.04453,0.05438,0.3186,0.05664,0.005438,7.706e-05,281.9,0,0,123.5,1.018
229,0.7482,0.04829,0.08969,0.3229,0.127,0.00897,7.686e-05,285.9,0,0,93.34,1.022
230,0.7592,0.04104,0.04355,0.3642,0.05127,0.004356,7.665e-05,290.8,0,0,95.87,1.027
231,0.7409,0.04311,0.04166,0.3722,0.05859,0.004167,7.645e-05,308.9,0,0,102.1,1.031
232,0.7369,0.05454,0.06363,0.3057,0.06006,0.006363,7.624e-05,272.8,0,0,82.3,1.036
233,0.7045,0.03675,0.04214,0.4138,0.06079,0.004214,7.604e-05,316.4,0,0,123.7,1.04
234,0.7274,0.0408,0.04554,0.37,0.06641,0.004554,7.583e-05,289.4,0,0,99.55,1.044
235,0.7398,0.0539,0.05121,0.3419,0.06152,0.005121,7.562e-05,297.9,0,0,105.6,1.049
236,0.7446,0.04984,0.05827,0.3325,0.05884,0.005827,7.542e-05,255.4,0,0,78.79,1.053
237,0.7326,0.04986,0.04973,0.3329,0.06128,0.004973,7.521e-05,266.2,0,0,94.14,1.058
238,0.7279,0.05141,0.05746,0.3306,0.05591,0.005746,7.5e-05,291.8,0,0,93.65,1.062
239,0.7202,0.04165,0.06241,0.3707,0.06226,0.006241,7.479e-05,283.6,0,0,87.07,1.067
240,0.7349,0.0419,0.05454,0.3627,0.0603,0.005454,7.458e-05,282.4,0,0,88.85,1.071
241,0.7462,0.04658,0.05952,0.2731,0.05884,0.005952,7.437e-05,269.6,0,0,82.2,1.076
242,0.734,0.03264,0.05425,0.3043,0.06787,0.005424,7.416e-05,244.8,0,0,73.66,1.08
243,0.7312,0.0482,0.05168,0.4208,0.06543,0.005168,7.395e-05,292.7,0,0,108.9,1.084
244,0.7173,0.04897,0.04871,0.4025,0.05542,0.004871,7.374e-05,294.1,0,0,93.69,1.089
245,0.7372,0.05528,0.06576,0.3602,0.07617,0.006576,7.352e-05,298,0,0,114,1.093
246,0.7554,0.05511,0.05596,0.3294,0.05664,0.005596,7.331e-05,274.4,0,0,113.6,1.098
247,0.7447,0.04146,0.06094,0.3562,0.05859,0.006094,7.31e-05,270.1,0,0,97.44,1.102
248,0.7395,0.0586,0.05184,0.3333,0.04712,0.005184,7.288e-05,312.4,0,0,119.1,1.107
249,0.7319,0.04737,0.05713,0.3813,0.05518,0.005712,7.267e-05,275.3,0,0,91.17,1.111
